start	end	text
0	14960	All right, folks, I'm going to take a look at the e-mini-micro NASDAQ100 index, and I'll
14960	16760	show you the imbalance we're in here.
16760	18480	This is the initial one.
18480	22840	You can always imagine it could stack up into the second one, which it's really a sense
22840	24440	it just done now.
24440	26200	So that could be a cell.
26200	27800	I'd like to see it come down here first.
28600	31560	I'll outline this as I go.
31560	37920	This is kind of like the end of the road for the drop down before it runs Tuesday's highs.
37920	38920	That's what I'm thinking.
38920	39920	This is FOMC.
39920	45360	I'm with it a few minutes for it to do its initial shakeout.
45360	47640	So this is the end of the race lower.
47640	48640	That's the little checkered flag.
48640	54720	You'll notice I have that, so it's not like me talking after the fact.
54840	56640	So you can see I'm doing everything here.
56640	62920	There's where we're looking for it to drop down in and run out the Tuesday highs that
62920	66880	I was mentioning on my community post.
66880	69160	So in other words, we're looking for it to trade down in there.
69160	74080	Now it could sweep a little bit below that because to the left of that imbalance that
74080	79720	I'm highlighting in turquoise, there's the cell side of the career pool resting just
79720	80720	below it.
80720	82840	But for now, I'm just focusing there.
82840	85880	So it could drop down into that level.
85880	88400	There's a couple of ways to use this information.
88400	96280	You can do a trade here with your demo account, compliance reasons, and look for it to run
96280	105280	out the short-term low and or wait for it to potentially trade up into the higher timeframe
105280	106280	fair value gap.
106280	110680	And the reason why you could potentially wait for that is because it's FOMC.
110720	115000	It has like a knee-jerk reaction, kind of like non-farm payroll.
115000	119920	There's an initial leg, then another leg, then like a fake-out leg, and then a real
119920	124360	setup comes, which is what I'm outlining here in that blue shaded area.
124360	129800	So I'm noticing that it's likely to draw down here, so I'm drawing this out so that we can
129800	133360	see the diagram is dropping, okay?
133360	137520	The idea is to drop down here first, this is the quick move I'm looking for, then to
137560	138920	run through Tuesday's highs.
145640	148160	All right, so it should start dropping in here.
149880	154240	I don't want to see it go too much more than that because that would upset the fair value
154240	157800	gap that is not yet traded into.
157800	161160	I think that's going to be the next real drop.
163040	165040	So right here is where I'm thinking initially.
165040	167160	There's sell-side resting right below that low.
167160	176040	So you could be a short here, and your stop would be right above that most recent green
176040	180280	candle to the left of where we're at now, and you can see there's no replay button being
180280	181280	used here.
181280	187400	The candles are painting, the replay button is dim, it's not even a thing with me.
187400	192440	That's not true now, I did recently in the mentorship video use the replay button, but
192440	196520	it felt awkward and I just wanted to do it just to be funny.
196520	198920	So here is the drop down in here.
198920	204000	Now I can revisit the bottom of that fair value gap and bump it, kind of like a support
204000	206200	resistance idea.
206200	210960	That would be a shorting opportunity if it were to do that, and again this stop would
210960	216040	be placed at the high of the most recent green candle to the left.
216040	226880	Right there, see that?
226880	229880	That's a short right there.
229880	238880	Okay, the market is likely to keep dropping in here.
238880	242160	I'm looking for that little bullseye, that blue bullseye right below that short-term
242160	243160	low.
243440	247140	And that blue line, if you noticed when I first started the recording here, that was
247140	250080	really just an order block.
250080	258160	So it could bounce there a little bit, but ultimately my interest is from where we are
258160	266040	now down into that checkered flag area, and it doesn't look like I've got enough room
266040	272520	so I'm going to probably have to move that over to the right a little bit, and again
272520	278400	the mindset is we're dropping down, even though it really initially just ran the Tuesday
278400	282200	high, but it's done it shallow.
282200	291000	The vocabulary I'm using here is running the Tuesday high, not sweeping the Tuesday high.
291000	294440	Difference between sweeping would be, like what it's done here, that would be a sweep,
294440	298840	it's a real shallow little run above that red line, that's Tuesday's high.
298840	304720	So it swept that, and then we're coming back down, post FOMC.
304720	308520	So kind of like look at this move here we're making, and if it can drop down to that blue
308520	312920	shaded area, it might just, if I'm wrong, it might just go down to that little bullseye
312920	314840	and then run higher from there.
314840	318320	I'm hoping it doesn't do that, I want to see it trade down into that blue shaded area,
318320	322080	the little checkered flag is, because that's like the end of the race for bears.
322080	328400	They get into that, then it should start the real move higher, running Tuesday high.
328400	332660	Sweeping Tuesday's high means it runs right over top of it and it just doesn't look back.
332660	336840	Sweeping is where it just goes above or below a low or a high, you know what I mean?
336840	340120	If we're going to sweep by side, that means it's going to go up a little bit and then
340120	342820	go down and reverse.
342820	346960	If I'm saying we're going to run an old high, or relative equal highs, that means we're
346960	352600	going to run through it and continue.
352600	356080	So that way there's a little bit of an understanding here of what I'm saying when I say that.
356080	359960	I try to pick my words carefully so that way you understand the distinction between
359960	366680	what I'm expecting as a sweep and reverse back into the range or expansion move where
366680	369760	I think if we can get down here, and I'm going to scrub this over here because you can see
369760	374040	we're running out of space here, it might take a little bit more candles than I first
374040	375040	thought.
375040	382960	Oh, let me get this back here, there we are, oh, there it is.
382960	388680	This thing, I'm telling you, I look like a noob, ICT's a noob.
388680	395920	All right, so we'll see if we can drop down into that.
395920	402680	And I had to make another video for my mentorship group, so I got to get started on that one.
402680	408840	So here's a bearish order block, you can come back up and hit that and resume going lower.
409840	415440	All right, not bad, not bad.
415440	418840	Let's see if she loves me.
418840	435840	You can see no replay button, everything's dynamic here, all right, about to run into
435840	439840	that cell-side liquidity pool.
439840	448840	Just anchor this here so that we can see visually when it drops below it.
448840	454840	Change the color here, it's a little bit lighter than that one.
454840	459840	Oops, too light, okay, that's good enough that we can see it.
459840	468840	I'll take this off here, all right, and there you go.
468840	474840	I'll come back to this in a moment.
474840	477840	All right, as you can see, the market did in fact trade down, look at the bodies of
477840	482840	the candles respecting that blue shaded area, really, really handsome price delivery.
482840	486840	And it dipped down a little bit below, but that's fine, I'm not worried about being that
486840	487840	accurate.
487840	491840	The main thing is going down into that area, it turns and then runs Tuesday's high.
491840	493840	Look how much more dynamic that is.
493840	500840	Now, what I did was I took the low at the turn after it made its run into that little
500840	501840	blue shaded area.
501840	511840	Once it started rallying and it took out the swing high around that $13,150, basically
511840	515840	crossed back over where the fair value gap is, the larger one that it dropped down into.
515840	519840	Once it trades above that, then I'm going to use the high initially at the two o'clock
519840	523840	hour down to the low post $230.
