start	end	text
0	5640	All right, folks, welcome back.
5640	13040	This is an extra lesson, but we'll call it episode 13 nonetheless.
13040	19720	So last night, I gave a lesson on market structure for precision technicians, and advanced price
19720	24920	action theory in action is going to be this lesson here.
24920	31760	So it's one thing to talk about it and provide the basis as to what I'm doing when I'm doing
31760	32760	these executions.
32760	37040	When I'm running these demo accounts up really fast, you know, what am I doing?
37040	38040	How am I doing it?
38040	45840	I got a lot of questions as to how I ran the $10,000 account up to which was at $256,000
45840	54000	this morning, but it quickly got to a point where it no longer can be appreciated from
54000	55960	students perspective.
55960	63520	It's too fast of growth and the acceleration just makes it well, you have no you have no
63520	64520	connection to it.
64520	70560	If you don't know how to do this and you're new and you start seeing velocity in equity
70560	73440	increasing, even though it's a demo, it does not matter.
73440	77000	The same principles are applied whether you're trading with a live account or if you're trading
77000	79840	with a demo account and you're learning.
80840	91320	I want to take you into what it is I do and how I'm able to run the equity up quick.
91320	94160	What is the mindset behind what is I'm doing?
94160	99640	But before I get into it, let me remind you what I stated last night in the video.
99640	109280	Because of the heightened volatility, because of the uncertainty and the likelihood of price
109280	114560	action moves that would be unexpected for me.
114560	118600	Because it's already delivered what I wanted to see happen anyway, and I'm technically
118600	123080	bearish on equities.
123080	130520	I don't feel confident or willing to risk after being profitable in live trading, going
130520	135440	short this market, making my February game.
135440	141360	I don't want to go in and risk that because it's already arrived down below these lows.
141360	145280	So there's an objective I look for for the week.
145280	148320	There's an objective I try to aim for for the day.
148320	154160	And there's something I'm aiming for for a goal for the month.
154160	162120	So truth be told, the account that I'm showing with TD Ameritrade, I'm trying to illustrate
162120	171280	in my best ability to pantomime how it would likely be for a new student if they were to
171280	178480	try to do live trading with a model and aiming for 20 percent per month.
178480	182520	Now some of you are going to think, well, 20 percent isn't a lot of money.
182520	183520	It's not a lot of money.
183520	185520	Well, 20 percent isn't money.
185520	187460	It's a percentage.
187460	190040	So I don't care if you start with one dollar.
190040	197760	If you make 20 percent consistently, the compounding effects of that is astonishing.
197760	206120	Now is it my belief that my students can consistently hit 20 percent every single month?
206120	209320	I would never go out on a limb and say that.
209320	216960	I might not hit 20 percent one of the months, but that is a goal that I'm aiming for.
216960	222680	Then if you're a new developing student that worked very hard to find and refine your own
222680	228040	model with the things I'm teaching and you have a trading plan that is well documented,
228040	232240	you know what it is you're doing when you're not going to do something, you have a complete
232240	239520	understanding of what it is that's going to allow you to engage or not engage in price.
239520	243960	Then how to manage that risk, all those factors involved, and you've been consistent with
243960	246600	a demo account for six months.
246600	253440	And then only then would I not necessarily that you need to do this, but I would then
253440	260080	only at that time consider maybe going into live fund trading.
260080	264440	But I don't ever tell my students, I never answer an email when they say, do you think
264440	265440	I'm ready to go into life?
265440	266720	I don't answer those questions.
266720	272540	I say, I don't know, you tell me or generally I ignore those emails because there is never
272540	276360	going to be a record of me saying, I think you're ready to go into live fund trading.
276360	280800	And then when they blow their account, who are they going to blame?
280800	284480	Naturally the human is going to say, well, it wasn't my fault, it was a guy that told
284480	286240	me I should do it.
286240	289440	He told me to jump off the bridge.
289440	292360	So I never put myself in that situation.
292360	293360	Okay.
