start	end	text
0	13360	Alright folks, welcome back. I do hope everyone's doing well. So we're looking at episode 12.
13360	17520	This lesson and lecture is going to be on the topic of market structure for precision
17520	24480	technicians. Now admittedly going into this, this is an advanced price action theory. You're
24480	29240	going to have a lot of questions. It's going to cause all kinds of anxiety for those that
29240	34560	just feel like you have to learn it the first time you watch a video. Trust me, you will
34560	40200	not and you cannot learn this in one video. This is actually going to be a lesson even
40200	46840	my paid mentorship group has yet to see. So I want to give you something that's fresh,
46840	51000	something that is deep that will allow you to go into your charts and start studying
51000	60720	a little bit more, well, deeper than the normal higher high, higher low idea that is made up of
60720	72680	the retail view of market structure. Alright, here is the NASDAQ March contract for 2022.
72680	77800	I already hear some of you already hissing and moaning, the forex traders in my group.
77800	85760	When are you ever going to talk about your dollar? Well, let me remind you what I'm teaching works
85760	94280	in forex. Okay, it works in stocks, it works in bonds. It's up to you to decide what asset class
94280	99000	you're going to work with. Okay, so I'm teaching price. This is the asset class that's moving
99000	107280	around nicely. So I'm using it as a medium. Okay, you could just as easily go into a Aussie dollar.
107280	113760	You know, or pound yen chart and you'll see these things happening as well. Okay, trust me,
113760	118480	we'll get into forex again. Okay, I haven't abandoned the forex. I just want to mine this
118480	125800	vein that's available in volatility right now with the index futures. Alright, so obviously we can see
125800	131700	with the benefit of hindsight that the things we were looking for in price action has come to
131700	137220	fruition. We were looking for the run below these lows in here. We got that. We were looking for a
137220	144780	run and rebalance back up into this area you got. It did so handsomely. Broke lower overnight with
144780	154020	all the wartime things that are going around the globe and you know what I'm referring to. That
154020	159940	caused a little bit of excitement on the downside and then we're back above this short-term low.
159940	165900	I'm not convinced at this point that we have made a low. So that way we can put that to bed
165900	172060	right now. I'm not in the business of picking tops and bottoms. So if you feel like you're gonna go
172060	177700	out there and do that, just letting you know that I teach my paid group not to do that and I don't
177700	184420	go out there actively trying to do that either. But we're gonna go into a deep dive of market
184420	190300	structure inside this area. Now before I do this, I want you to understand this part. This is the
190300	195500	part that seems boring. This is the part that gets the most complaints from those individuals
195500	201620	that will never ever do well or succeed in this because they want five-minute trainers for something
201620	209940	that's extremely technical and you just can't strip it down to very easy ideas. Okay so it's
209940	215100	going to take a little bit of study, thinking, and homework of you going through old price data
215100	220580	and you'll start seeing these things. But I promise you this video will cause a light bulb
220580	226260	movement for you and you'll start to see things that are in the charts all the time but you are
226260	233300	not aware of it. And it'll also allow you to go back into old moves and see that this is in fact
233300	241020	very true. And you can use it to confirm or negate a price move. I get a lot of questions
241020	248340	through trading view, people posting, hey can you answer this for me? Can you answer that for me? I
248340	252260	don't make it a business of doing that because I don't have a lot of time for it but I use those
252260	259660	questions in these talking points in my lectures. Not only in this mentorship but in my private group.
259660	269460	So the questions I get a lot is how do I know if I'm going to sell above the old high how do I
269460	275380	know it's not going to keep going higher? Well that's the underlying market structure and the
275380	283260	trust in the factors that I'm going to kind of like teach you tonight. Me teaching it to you is
283260	290580	not going to transpose my trust that has to be developed in your learning curve. It's going to
290580	294540	take time. How long is it going to take? I don't know. All of you are going to do it differently but
294540	299420	you're going to arrive right on time. Exactly when you should that's when you're going to get it all.
299420	304940	Okay and it's a matter of how much time and effort you put into studying it because these
304940	311060	candlesticks you can make them say anything you want. You beat on them and they'll submit to anything.
311060	318180	But you want to know what they're likely to be hinting at and I'm going to give you those
318180	324860	clues tonight. But in here we're going to take a deep dive into that price action right there.
324860	333700	Alright so we are looking inside that fair value gap from the daily chart. This was the high end
333700	338540	of that fair value gap and this was the low end of that fair value gap. The time frame on this
338540	348820	chart as you can see here one hour and I've outlined market structure in the idea of long
348820	358100	term high long term low short term high short term low and in between those two swing points
358100	367940	there's an intermediate term high and an intermediate term low. When we look at price we're not looking
367940	374240	for just the simple higher high higher low therefore it's a bullish market or uptrend. That's not what
374240	381580	I'm looking at. I'm looking at does the market have a reason to go up for buy side liquidity or buy
381580	390940	stopped or is it likely to go up to rebalance and imbalance which is like a fair value gap. Or is it likely to go
390940	400540	lower to sweep out short term lows for sell side liquidity or sell stops or is it likely to go down to
400540	410540	rebalance and hold imbalance or a fair value gap below market price. That is the number one question
410540	417180	that I have before I sit down in front of my charts. That's what I'm looking for. What is the current
417420	426420	market narrative? What is it likely to be doing right now? I don't care about patterns in price action. I don't care about anything
426420	433980	harmonic. I'm not looking for any kind of Elliott waves. I'm not looking for any kind of ratio idea. I'm not looking for
433980	444940	anything that you can attribute to a retail mindset. Nothing except for those two questions. Is it likely to go up for
444940	455980	stops or go down for stops or is it going to go higher to rebalance or lower to rebalance? Now, how do I arrive at that idea?
455980	463480	Is it going to go higher or is it going to go lower? Because that kind of leans on that question I told you many times. If there's one
463480	470100	question I get asked the most, it's teach me bias. In other words, you want to know where is the market going next? And that's
470100	480300	good. That's the next draw on liquidity. But the daily range will not always submit to that bullish or bearish right from the opening
480300	487840	go higher or right from the opening go lower. Sometimes you'll have consolidation intraday and you may have been trying to take a trade
487840	496660	that was based on an idea that you came to that would be bullish. And maybe it did give you an opportunity to be in a trade that was
496660	503420	profitable for a period of time, but you held onto it thinking the daily range was going to keep on going higher and it turned on you.
503420	512720	These ideas I'm going to teach you in this lecture here will help you identify the likelihood that your idea is probably been proven
512720	521760	inaccurate, but you have to be receptive to the clues that price is giving you. That's the number one reason why I abandoned
521760	531260	indicators. And if you have anything on the charts that cover up candles or draw your attention to something that you're putting on the chart,
531260	541360	and I call that facetiously lipstick, that's what this chart is showing here. It's this lipstick. It's me communicating how I am internalizing this
541360	549920	price structure, this fractal in price. I'm looking at it with this idea. Now I'm looking at it in a matter of seconds. I come to this
549920	556620	conclusion. I'm looking at the highs and I'm looking at the relationships between each swing high, each swing low, and I'm coming to a conclusion,
556620	566420	studying one swing at a time. And I'm going to come up with the idea that it's likely to go lower because that daily chart, I called it in front of all,
566420	572980	I outlined it, told you where it was going to go. So that way we understand one another. I'm teaching something that I already proved before the fact.
573580	579840	So it's not like me coming back to this area here because if you haven't watched the videos prior to this, say you just found this YouTube channel and you're
579840	587640	watching this one, it sounds like the typical guy that comes on YouTube and says, here's something to happen, you know, and I can sit down and appear smart
587640	598240	because it's already happened and I have no real risk in being wrong. I told you it was going to go lower from here and it did. Now I'm going to take you
598240	608800	inside that price action and outline what it is that I looked for, what it is that I looked for at the time, and how I felt confident it was going to go lower.
608800	618800	Okay. So right away we know that price is traded up to the high end of that fair value gap. And again, this level here is that daily chart. Let me go back up one chart.
619360	627360	That's this level here. Okay. It's on this candle, that low, and the low of the fair value gap is this candle's high.
627360	636360	Dropping down into the hourly chart, that's the high end of the fair value gap. This is the low end of the fair value gap. Again, on an hourly chart. So that way we have our bearings.
636360	648360	So when the market traded up into and just above that fair value gap high, this red level here, once it started to break down and go lower, it traded back down into
648920	656920	this candlesticks high. So we're trading back inside this range and we're range bound.
656920	671920	Since I am expecting the daily chart to be the parent of this price structure, all minor lower time frame swings are going to be subordinate to it.
672480	680480	And what does that mean? This now is a long-term high. I do not expect this high to be broken to the upside.
