start	end	text
0	6360	All right, folks, welcome back.
6360	12340	This is Episode 9 for the 2022 ICT Mentorship on YouTube.
12340	17240	This lecture is going to be on Power 3, which is Accumulation, Manipulation, and Distribution,
17240	21400	and New York PM Session Opportunities.
21400	29800	All right, so we're looking at the NASDAQ e-mini futures.
29800	34320	This is the continuous chart on TradingView.
34320	41760	So if you look at the daily range of where we've been, we're inside this range here.
41760	48080	Okay, so we have this swing high and this swing low.
48080	50320	Now why am I picking these two reference points?
50320	56160	Well, namely, this is the low most recently after taking out this short-term low.
56160	62120	So we've dug into all the sell-side liquidity resting below that low.
62120	66760	We retraced back up inside of this high to that low.
66760	71520	So we went back up into a premium.
71520	78040	The range high to low, running a fib just to get the 50% level, that gives us equilibrium.
78040	82520	Anything below that is a discount.
82520	90640	Notice how the market traded down on Monday into a deep discount, but did not take out
90640	93160	these lows over here.
93160	95680	But look how we closed on Monday.
95680	99080	We had an indecisive candle.
99080	100640	The body was basically absent.
100640	105640	The opening close was essentially the same thing.
105640	111800	If we have that and the market's trading down into a discount, even though we might
111800	120400	have a low down here that we're targeting, this may require a retracement.
120400	126280	Now notice at the close of Monday's trading, we had an imbalance from this low and this
126280	128480	high.
128480	138360	On Tuesday's trading overnight, the equities markets had a run up into this imbalance here.
138360	144200	So this fair value gap was re-traded to in here.
144200	154120	This low and this high, we'll look at that in reference to the lower timeframes.
154120	160520	This lower level is the low end of the fair value gap on a daily chart, and this level
160520	164760	up here is the upper end of the fair value gap.
164760	171120	I'm taking your attention to Monday's trading, and I want to talk a little bit about Power
171120	178520	3, which is accumulation, distribution, and manipulation.
178520	180800	Generally my teachings are like this.
180800	187080	If I'm bullish, I'm expecting the opening price to be near the low of the day or the
187080	188080	session.
188080	197480	Then it trades lower, making some important low, and then rallies, creates a high, and
197480	199560	then closes near the high of the day.
199560	204360	Now it's not important for you to try to predict the closing price.
204360	209640	What I'm trying to train you to anticipate is the likelihood of the market making some
209640	213200	kind of a fake move, like a Judas swing.
213200	216280	Judas swing is the false move.
216280	224640	Typically in London and in New York session, there are fake runs that start off a move,
224640	229720	and I walked you through it last week on my community tab where I outlined the actual
229720	232920	Judas swing for that particular day.
232920	236080	Using the fair value gap, I outlined the low.
236120	239520	I was only off by a quarter of a point for the low in that range, and it created the
239520	240740	low of the day.
240740	245640	The idea is what I'm going to show you here as well.
245640	251280	On Monday, we had price drop down overnight, consolidated, and then we have a little bit
251280	254480	of a rally ahead of the equities open.
254480	257960	In here, we have 8.30 in the morning.
257960	260640	If you look at 8.30, what do we have?
260640	262440	We have the highs over here.
262440	266640	They're suspect because they're relatively equal highs there, but look what we left here
266640	267640	ahead of 8.30.
267640	272760	We had this huge imbalance.
272760	280280	If we run these highs out after the open at 9.30, it's likely to trade down into that
280280	282400	and rebalance, but watch what it does.
282400	287800	We trade up into that level here, which creates the fair value gap's low end parameter.
287800	290800	Remember, this is Monday's trading.
290800	291800	It sells off.
291800	294680	This line isn't here on Monday.
294680	295880	That's not what we're looking at.
295880	300800	We're looking at the likelihood of coming back down into this area here after taking
300800	302960	these highs out.
302960	311360	If it does so, if it trades back into this imbalance, that's a good candidate to go long.
311360	314600	The imbalance in here, if you go to the left of it, you can see the down close candles.
314600	316880	That's your bullish order block.
316880	321240	The market trades down, hits the order block, and it's an afternoon trade, so it starts
321240	325160	to rally, and then consolidates into close.
325160	329680	Overnight, we create a wicked run last night.
329680	335760	It ran last night, and most of all the move for today was done before we even got to the
335760	337760	opening of the morning.
337760	346080	Had a little bit of a retracement after 8.30, and at 9.30, we consolidated.
346080	351120	I'll talk a little bit about that as a market profile in a moment, but then we dropped down
351120	354080	create an important low today, and then we rally.
354080	361640	It got real close to the fair value gap's high end parameter, but didn't get to it.
361640	362640	It's just like I was mentioning here.
362640	368360	You don't need to try to predict the closing price with power three, which is accumulation,
368360	369360	manipulation.
369360	372560	In other words, if you're bullish, it opens.
372560	376280	Where you think it's going to trade higher, it's going to be most likely a small little
376280	378440	move lower.
379040	381400	That's the move you want to try to go in and hunt along.
381400	385560	If you miss it, you want to try to get along real close to where the opening price is.
385560	388480	Now, the question is going to be, where is the opening price?
388480	395480	Well, I like 8.30, use the opening price here at 8.30, draw that out in time.
395480	396480	Did we go below it?
396480	397480	Yes.
397480	398480	Did we go inside the imbalance?
398480	399480	Yes.
399480	400480	Did we take out a short-term low?
400480	401480	Yes.
401480	402480	Did we hit an order block?
402480	403480	Yes.
403480	404480	Was it an optimal trade entry?
404480	405480	Yes.
405480	406480	Lots of factors there.
406480	407480	Over here, same thing.
407520	408520	Did we hit an order block?
408520	409520	Yes.
409520	410520	Here.
410520	411520	Did we trade lower than that?
411520	412520	Yes.
412520	413520	Did it go even lower than that later on?
413520	414520	In the afternoon?
414520	415520	Yes.
415520	419200	Then it rallied, taking out the relative equal highs here, and again, gravitating towards
419200	422760	that upper end of that fair value gap on the daily chart.
422760	432420	Now, I'm in a five-minute chart on that same February 14th, and I want to take you closer
432420	434800	to what price is done here.
434800	439520	Hit imbalance, the lowest portion of it here, with all the down-closed candles here.
439520	444680	Now, this is anchored to the daily bullish order block, but you can see how we traded
444680	449000	into it here with one, two, three, four down-closed candles.
449000	455280	That is a complete order block on this time frame, so consecutive down-closed candles
455280	460640	right before a price surge that has an imbalance.
460640	461920	That's how you find your order blocks.
462240	469200	Okay, so a high-probability order block would be your narrative or your bias is bullish.
469200	470440	You're looking for displacement.
470440	471440	That's this right here.
471440	476240	I'm going to mark it runs real quick, higher, and the down-closed candles, you want to mark
476240	480040	that out and anticipate a return back into that.
480040	482500	Now, again, this level is not there yet.
482500	487360	We don't know this level until Monday's close, so don't be tricked thinking that I have this
487360	491120	level here and I knew it was going to go right through that level and turn, I'm not suggesting
491120	492120	that at all.
492120	496040	What I'm suggesting is watch what happens when it creates that high.
496040	498720	It breaks down.
498720	504800	All this price action here gets overran into a retracement back down into this imbalance
504800	505800	here.
505800	509280	The low of this candle and the high of this candle, that right there, that's your fair
509280	516200	value gap with an order block and optimal trade industry.
516840	524120	Rallies, even though it's sloppy, it's still continuously driving higher.
524120	531280	This high at the close on this day here at, say, 4.30, 4.30 in the afternoon to me, that's
531280	533520	like the close for me.
533520	538080	It trades a little bit later than that and then closes for a little while, and it also
538080	545640	technically closes when the bell rings at 4 o'clock p.m. local time in New York.
545640	549800	Because there's a little bit of trading past that, I like to just look at 4.30 and just
549800	555040	consider that where we are in terms of what we've done for the full range and then determine
555040	564680	what I have left for maybe imbalance or liquidity pools.
