start	end	text
0	2280	All right, folks, welcome back.
2280	5520	So today, we had the chairman speaking
5520	7840	at 2 o'clock in the afternoon.
7840	9560	You can see that here.
9560	13960	Now, I'm going to kind of work backward today.
13960	16320	And I'm going to talk about the one-minute chart,
16320	18960	work our way back out to a higher time frame.
18960	23240	So it's kind of like a bottom-up analysis.
23240	28360	So ahead of the 2 o'clock in the afternoon,
28360	32920	Fed chairman jaw-booting session,
32920	35440	we've seen this little judo swing here.
35440	39640	And notice that it just fell short of the morning high.
39640	45160	And the high comes here at 12,535 and a half.
45160	47600	And over here in the morning session.
53400	55680	12,535 and 3 quarters.
55680	61320	So it fell 1 quarter of a point, or one tick,
61320	63800	short of that high.
63800	66240	So it runs up after clearing relative equal highs,
66240	72800	then breaks lower, no model, short in here.
72800	76960	Then the market drops once more below relative equal lows.
76960	80400	Now, what are these lows here?
80400	82800	These are the lows in lunch hour.
83640	85800	Here's noon to 1.
85800	87120	And I taught you in the mentorship
87120	89320	that many times when there's an afternoon
89320	91520	continuation to the upside, you'll
91520	95640	see that the lows at lunchtime will get swept.
95640	97120	And we're seeing that here.
97120	100160	Now, it dug down deeper into an area,
100160	104400	which I did a recording for Twitter today.
104400	106800	And my chart didn't have this.
106800	109160	I thought I had it because I was looking at another monitor.
109160	112320	But this is the imbalance that I was looking at,
113080	115320	unfortunately doesn't appear in there.
115320	116640	But it's there, obviously.
116640	118800	And it's below the relative equal lows.
118800	120840	And the market drops down below that.
120840	123600	And then all of this right here was manipulation.
123600	126080	And there was lots of manipulation.
126080	129040	Initially, the market rallies up.
129040	132240	And what I was outlining here, at the time of the recording,
132240	135680	I had this actually misspelled, had it wracked.
135680	137600	It should be rigged as it should.
137600	139080	I think that's the right spelling.
139080	140680	I'm even questioning it again now.
140720	142440	But basically what's implying here
142440	145360	is that long holders were rigged across the coals,
145360	149960	not permitted to profit on the $12,553 and a quarter run.
149960	152240	So it starts off like it's going to go up to debt level
152240	156520	we were looking for, and falls short of it and breaks down.
156520	160440	So what's actually happening is buy stops are being triggered.
160440	162920	So anyone that wants to go long on bull flag patterns
162920	166360	and things like that, or breakout traders, they're buying.
166360	171160	And then they're getting taken against their long,
171160	173520	withdrawn out until they're either stopped out,
173520	175320	or if they don't have stop loss, they get squeezed out.
175320	178240	So they can't take it anymore, they just bail out.
178240	180000	Below the relative equal lows,
180000	182280	any long holders from the morning,
182280	184600	they have trailed their stop loss below here.
184600	185840	So they take them out, why?
185840	187320	Because they don't want them being able
187320	188800	to profit to the real move.
188800	189640	What was the real move?
189640	192040	I hinted at $12,553 and a quarter.
192040	193400	That was a draw on liquidity.
193440	196720	So we took out the New York lunch lows here.
196720	198880	And what I was suggesting here is short-term
198880	202960	about to be squeezed as it rips higher into 12,500.
203880	205640	Oh, that should be 553, sorry.
205640	207160	That's a misprint there.
207160	209200	You all know what that is because it's right here.
209200	212280	But I was being facetious while I was recording
212280	215600	because as I was watching it, I was watching it run up,
215600	216440	then it broke down.
216440	218000	I was like, okay, they're going to take the liquidity
218000	220520	out below here and dig into this imbalance,
220520	222160	pick up some more orders.
222200	227200	I got one off as far as a long at a really poor entry,
227800	230440	but I was really focused on just being below
231360	233320	these relative equal lows, that was fine.
233320	237920	And my stop loss here, as you'll see in the little vignette
237920	240040	I put on my Twitter feed.
240040	244280	And you can find me on Twitter at the at symbol,
244280	249280	capital I, underscore, A-M, underscore, V-T-H-E,
249960	253000	underscore, I-C-T, in other words.
253000	257320	So anyway, that little recording shows me getting in here
257320	258760	and it's below the lows.
258760	261880	And I was outlining how this is not a
263840	266280	pay rate gap to go short at and it's resistance.
266280	268200	Don't look at it like that.
268200	270280	It went up a little bit, made a little notation,
270280	273120	an annotation rather, that this was not resistance.
273120	274640	It's going to lift off from here.
274640	277800	And it went down to an order block, started rallying.
277800	281720	And I was basically outlining the internal dialogue
281720	285640	of those individuals that may be short from like 12,530
285640	287600	and their stop also be right here.
287600	291600	And I was kind of like saying, what would you feel
291600	293600	if you were short from up here, would you feel safe?
293600	295160	Certainly you would feel safe.
295160	297320	But I said, watch how that changes.
297320	299880	And then all of a sudden it starts running up.
299880	302560	And then in here, we have order block,
302560	306320	it trades into that multiple times, rallies up.
306320	307760	Fair value gap, I outlined that.
307760	308600	It didn't get into it,
308600	311920	but I was allowing for that type of movement.
311920	313560	And then at three o'clock,
313560	315480	the algorithms will start to spool price
315480	317080	in the direction for the liquidity,
317080	320760	which was that 12,553 and a quarter level,
320760	323960	which it hammers there.
323960	326420	And I'll put the business up right here.
327920	331760	And you'll see, well, you should be seeing.
333440	335840	Well, I told you my eyes are not that good.
336000	336840	Oh, here it is.
337760	342280	So about two, 12,417 and three quarters.
342280	345040	So just below this 20 level here,
346120	347560	mainly focusing on this,
347560	350080	because I missed the opportunity of getting in
350080	352560	during this little imbalance there.
352560	355200	So that fair value gap, I wanted to be in it there,
355200	358160	but unfortunately I didn't get the position on in time.
358160	359920	And it was over here on this candle.
359920	362040	So I wasn't quick enough on the draw.
362920	365360	So the market trades back down into the order block
365880	370320	and look at how it delivers with that fair value gap.
370320	371720	Look at that.
371720	373040	Beautiful delivery.
373040	376620	Revisits there with the order block, rallies up,
377560	382560	pause, sends it higher, order block sends it higher,
384720	387800	consolidates right below the target we've been looking for.
387800	391480	And then they pump it up into the area here,
391480	394280	12,553 and a quarter and above.
394320	396180	And again, the fill.
399160	402520	Next it's, and that's the business there.
404480	409120	Let's go and take some of this off.
409120	410400	We don't need to see this anymore.
410400	412320	We don't need to see that anymore.
413600	418600	We don't need this and don't need that.
418600	423600	Okay, and I'm going to take you to a five minute chart.
431560	432400	Okay.
432400	435240	Now it doesn't look so obvious in here
435240	437320	as to what may be available,
438320	443320	but we just bumped below that high early on in the morning
444040	449040	then broke down and all the liquidity resting above here
451920	455960	was treating the retail market like,
455960	457400	hey, you can trust us.
457400	459800	You know, this is resistance is not going to go up there.
459800	462600	And then when it starts to sell off like this,
462600	466040	notice that my model did not give a setup this morning
466040	467400	or not this morning, but this afternoon,
467400	468760	it didn't give this setup in here.
468760	471480	Even though it didn't run by side, it did sell off.
471480	473040	It did not give a setup.
474040	475800	It's important to notice that.
475800	477520	So some of you are fearful.
477520	479480	What happens if I take a trade and it's wrong?
479480	480720	Hopefully you see that,
480720	482600	now it's not like this all the time,
482600	486600	but you'll find that when the market's really in sync,
488280	492080	these algorithmic principles will not appear
492960	496480	in markets that are not likely to deliver as I'm showing you.
496480	499440	So it's not a panacea.
499440	501640	That means it's not going to work all the time,
501640	504080	but hopefully you can see that there are times
504080	505600	when the market does sell off,
506880	508120	but it doesn't give us a setup,
508120	511480	but then it creates the real move the other direction
511480	513080	where you can find my setups
513080	515760	and the formations of the fair value gap and such.
515760	519280	So obviously you can see that the market did in fact
519280	523320	trade down into the imbalance on that one minute chart
523320	528320	and it rallies from there into the 12,553 level.
528920	531160	We'll take that level off now.
531160	534320	And I want to go out to a 15 minute timeframe.
534320	536280	Don't want to spend too much time here.
537960	539600	We had an imbalance in here.
539600	543320	It trades down into that as well on the 15 minute timeframe.
543320	546240	Optimal trade entry here
546240	547960	and rallies up to put the bonus on liquidity.
547960	550720	Again, aiming for that 12,553 and a quarter
551960	554880	and we'll look at a 16 minute chart.
555680	560680	Okay, and the market trades back down into all of this here
561760	566680	and rallies up and this was that area
566680	569760	I was telling you about a week or so ago
569760	571520	that this is what we're looking for.
571520	573240	I mentioned that on my community tab,
573240	574720	on my YouTube channel
574720	577320	and we have now just pressed up into that area.
