start	end	text
0	10040	Alright, so this is going to be an update to the YouTube channel because there's a
10040	16600	lot of people freaking out thinking I'm missing or gone.
16600	23080	I'm on vacation folks, but I took the opportunity to sit down here this morning with you and
23080	28720	try to hopefully make a mile marker on the equity on this live account.
28720	31760	I'm going to try to hit 50,000.
31760	34200	So I'm watching this potentially make a fair value gap.
34200	37440	I want to see that swing high broken.
37440	43280	I'll see if we get that here.
43280	54360	And again, this account is really meant to show like averaging like 20% a month.
54360	59520	I get questions all the time like, you know, what do I think a student that has gone through
59520	64360	all the teachings have worked out a model, you know, what could they recently expect
64360	70280	to see and what could be done without really pushing the envelope?
70280	73000	And this is kind of like my answer to that.
73000	80960	Also to kind of like remind everybody, I'm not just finding cherry pick trades in a camp.
81000	85000	I can trade with live funds too.
85000	87360	All right, so we're about to break that swing high.
87360	90280	If it does, that'll be bullish market structure.
90280	95560	I'm thinking we can trade back to on the daily chart back to like 14,000, but that's a little
95560	100080	bit of a stretch so far intraday.
100080	104440	Okay, we have the market structure bullish now.
104440	107120	So there's a fair value gap.
107120	108680	I'll highlight that.
108720	111960	I'll go into the chart here.
111960	120560	I'm watching this candle, see how it closes because that will complete our imbalance.
120560	124920	You can see that right there.
124920	126720	Okay, give me another.
132280	133280	Right there.
133280	136600	That's the low end of the fair value gap.
136680	138200	This thing's always tricky.
142200	144000	All right, so now we have to close that candle.
144000	154600	So now I can, I'm a little off on that because I'm clumsy with thinkorswim.
154600	158200	Change the color here so you can see a little bit better.
158200	163000	Now it's technically the open, so it's a little bit of volatility that comes in here.
163000	164520	I can overshoot that low.
164520	165880	I don't care if it does.
166280	169480	If it goes back up into the fair value gap, I will buy it.
178680	184880	Okay, now when you're entering on like the opening, like 930 equities opening, you could
184880	189360	take a long entry here, but you don't know how far it's going to whip below that low
189360	191480	and you could be wrong and painfully wrong.
191480	195560	So what I'm watching is, does it want to go below that short-term low that's already
195560	201040	created moments ago, which would be outside and below the fair value gap, and it does
201040	205240	not negate the fair value gap because I'm using narrative.
205240	208360	Narrative is that I expect people to look at that and say, okay, it's going to go up
208360	212080	and they're already trying to buy right now, but their stop loss is going to be below that
212080	213080	swing low.
221800	226320	So sell stops are resting at 13,614.
226320	227840	They just took those now.
227840	233360	Now this is a high-risk entry long there, but I'm watching price now entering that same
233360	235600	fair value gap.
235600	242840	So one more time to see if it wants to poke a little bit lower, and again, my daily bias
242840	246080	is bullish, so I'm looking for higher prices.
246080	250520	So I'm going to go and aim for the 80 level.
250560	254480	That'll give me a nice figure to run to $50,000 on equity.
254480	257400	I do believe it's going to go higher, but I'm on vacation, so I want to kind of like
257400	265360	let me take this long entry, and there you go.
265360	274760	All right, so now I'm watching price, and I want to see it expand up.
274760	281840	Now because it's the opening, and I don't know where if we whip below that low, I'll
281840	288240	give it a chance to go below it just by a little bit, and I'll close it at market.
288240	292360	Generally I like to trade with a stop loss, but if I'm trading to open like this, stops
292360	295920	can be taken really, really easily, and then reverse, and then never give you a chance
295920	296920	to be in it.
296920	299880	So I'm allowing myself a little bit of flexibility.
299880	303000	I'm not trying to encourage you to trade without a stop loss.
303240	310600	I'm right here ready to click and close it if it trades below it, and I want to see it
310600	318040	expand up.
318040	323760	Now I want to see an energetic run above the swing high that was formed just to the left
323760	326720	of where we are right now.
326720	334840	There is a fair value gap at the 680 level, and it's above equilibrium, so it would be
334840	341400	a premium market, so that's why I'm going to be targeting the 80 level, plus it's around
341400	345760	50 handles, so that gives me about $1,000 or more.
345760	353120	All right, so now, right now, at this moment, I want to see it expand aggressively, not
353120	354120	dilly dally around.
354120	369560	I want to see it really try to spread its wings and take off and start moving.
369560	374000	There's a small little fair value gap in the last three candles up.
374000	378160	I don't think it needs to fill that in or even revisit it, but if it were to, I wouldn't
378160	382280	expect price to be supported by that.
382280	403880	So in other words, not going below the 630 level.
403880	410600	Now at this moment, I could put the stop-loss one at my entry, and if it takes me out, then
411400	414800	would basically move to the sidelines and wouldn't take any more trades today because
414800	426640	it's FOMC, and FOMC, you can trade in the morning, but you've got to be done early.
426640	433240	If you're trading equities, it's important to be aware of the economic calendar because
433240	435240	we're probably going to have a lot of volatility later on today.
435240	439600	I still think they'll push it higher with that.
439600	440600	So here's my limit order.
440600	445200	I'm going to place it there, and we'll see if we can get this puppy to reach up there
445200	446200	and grab it.
446200	450280	I mean, I feel confident it's going to go way beyond that, but short little scalp, very
450280	459760	little drawdown, about three handles of drawdown, if that, from the entry or the candle I entered
459760	465120	on, I'll say it that way, the low from my entry was only like three handles below.
466120	470520	I have to go watch the video and see what the actual drawdown was from the point of
470520	471520	entry.
471520	472520	I'm not sure if I had any.
472520	476720	If I did, then that's what it was limited to, 60 bucks or so.
476720	481720	Not bad if you're trying to make $1,000.
485720	488720	I had a small little scalp early in the morning.
