start	end	text
0	17800	Alright folks, well, we're here.
17800	21000	So technically this is the first teaching.
21000	24760	I gave you guys an introduction video obviously, if you haven't watched that one yet, go to
24760	29340	the playlist on my YouTube channel and please watch that one because it will help at least
29340	34580	establish the, in my opinion, the proper expectations.
34580	37260	That way you understand what you're getting involved with here.
37260	43100	And at least it gives me a chance to kind of like break the ice and show you the contrast
43100	47060	of what you may be expecting versus what I intend to deliver.
47060	53540	Alright, so this first installment is going to be elements to a trade setup.
53540	61140	Alright, so coming out of the gate, I just want to let you know that this is predominantly
61140	68300	going to be a futures index trading mentorship, okay?
68300	76660	The idea is going to be presented in the scope of paper trading on TradingView.com.
76660	81780	But what you're looking at here, this is thinkorswim's live data.
81780	87100	These are actual executions I made today and I want you to compare and contrast with what
87100	94060	you see on YouTube and other educators where they'll tell that they can do this and they
94060	95060	can do that.
95060	98980	But really, I want you to compare and contrast what you see here.
98980	106700	Alright, so we're looking at intraday price action for Nasdaq e-mini futures and this
106700	111580	is actually the main focus of this mentorship, okay?
112100	117580	I believe that this market is worth studying.
117580	128020	I believe it is not just limited to Nasdaq, but I believe it's useful to learn as a trader
128020	134300	that views obviously the e-mini S&P, the e-mini DAO future and the e-mini Nasdaq.
134300	141300	Now e-mini Nasdaq is a little bit faster, a little bit more aggressive and even with
141300	142860	that you can still trade it.
142860	149780	So I want you to think about what it means to watch price action and understand what
149780	151740	it's likely to do before it does it.
151740	155260	Now I'm not promising you're going to be able to do that right out of the gate.
155260	162500	What I'm going to show you is the compare and contrast to how I can trade versus what
162500	169180	I'm promising to teach you in this mentorship, how to find specific setups in your demo account
169180	171060	or your paper trading account.
171100	175100	I'm not trying to entice you to trade with live funds, okay, so that way we know this
175100	177140	going in.
177140	183020	The teachings will be predominantly through the scope of TradingView.com's paper trading
183020	186940	module or just hindsight data.
186940	191740	Now I already know some of you are, oh, here we go, the hindsight guy.
191740	197140	Well what you're looking at here is actually live executions from today, okay?
197140	203100	Now I want you to think about if you were able to trade a micro account and you were
203100	210100	trading the NASDAQ and you were able to capture just one of these moves, which one would you
210100	213900	like to learn how to find?
213900	217260	Obviously you'd probably look at this and think, well I'd like to do all of them, but
217260	223180	I want you to think about which one really stands out off the entire chart and this is
223180	225100	a one minute chart.
225100	227020	Which one really stands out?
227020	233740	Now I'll give you a moment, you can pause the video and unpause it when you're ready.
233740	236740	Some of you folks never ever pause it.
236740	243700	Alright, so obviously you can see how the market moves from here, okay?
243700	249580	Two orders executed here, whenever you see this, this is actually a reversal, so if there
249580	255300	is a trade on long, it'll reverse and take you the other direction, okay?
255300	263860	And then this one here, this is a reversal as well, then another close, and then another
263860	271220	long entry, the exit, a short entry, and then the cover, okay?
271220	275140	I'd like for you to consider what it would take for you to find consistency and how many
275140	283660	handles, how many full handle moves in an index, futures contract, that would satisfy
283660	284660	you.
284660	290860	A full handle, that's essentially four ticks, the minimum fluctuation in these markets.
290860	295420	An example would be if you were trading the E-mini S&P and you were trading obviously
295420	302620	the 4-4-5-0 level and you went long, if it went to 4-4-5-1, that's a full handle, okay,
302620	308660	or four ticks, or four times $12.50 or $50 per handle.
308660	314500	The NASDAQ is $20 per handle, so it's slightly different, but it's faster.
314500	319540	It moves a lot more, a lot more handles, a lot more aggression.
319540	327020	Now it doesn't always move faster, sometimes we'll have a lethargic price action in this
327020	334620	indice or another out of the three, that would be the S&P, the NASDAQ, and the DAO.
334620	338340	I personally don't trade the DAO that much, but there's a lot of my students that love
338340	343100	trading the YM, but YM is the symbol for the futures contract.
343100	349420	And these three markets have the luxury for you that may not have the capability to put
349420	355460	up with like $17,000 margin if you were going to trade one full contract of the NASDAQ futures.
355460	358660	Most brokers, unless you're using a discount broker, they're going to require you to have
358660	362460	deep pockets in the sense that you're going to have that about $17,000.
362460	369220	And about $12,000 and a half for an E-mini S&P full futures contract, okay.
369220	376940	You take basically a fraction of that and you can trade a micro on each one of these
376940	383060	markets, but obviously it reduces the number of the tick multiplier because you're trading
383060	386420	with a lot less technically leverage.
386420	393620	So I'm going to get into all that, but I just kind of want to begin the conversation informally,
394620	401300	show you what it is that I do versus what other people do, okay.
401300	410300	So I'm not trying to point my finger at anyone in particular, but if you look around on YouTube,
410300	415020	there are people out there that try to make a big stink about themselves and they'll try
415020	419300	to show results that may or may not be real.
419300	421440	I'm not here to disparage that.
421440	423180	They could be actually trading a live account.
423180	427780	I don't personally care, but anyone that trades on Thinkorswim, they can recognize this chart
427780	429540	right away.
429540	437080	I posted a results and updated reflection on the Thinkorswim or TD Ameritrade account
437080	439780	and it's on my community tab.
439780	443780	I promise I won't beat you up too much with the community tab, but that's my way of reaching
443780	444780	out to you.
444780	448860	So if you subscribe to the channel and then when you subscribe to the channel, you want
448860	451980	to toggle all notifications.
451980	457720	You want to click that little, I think it's like a bell icon, and then all notifications.
457720	461700	That way, any time I post in my community tab, it'll let you know, otherwise it won't
461700	462700	let you know.
462700	468020	So it's my replacement to Twitter, which in my opinion, sucks.
468020	478080	So if we look at the ebb and flow of all this here, where the market's trading up and between
478840	483680	here and here, it's not a small number of handles.
483680	486400	It's a pretty respectful amount of handles.
486400	492740	It's not a couple, it's not a handful, and then up here, it's a reversal and it comes
492740	495120	back down and I buy it back here in reverse.
495120	501040	So I'm selling short here and I'm buying long here.
501040	506460	740 to 720, that's 20 handles.
506460	512220	Going long here at 720, I'm abbreviating the number just for brevity's sake.
512220	516660	Getting out at 732, 12 handles.
516660	525020	Then going long here, 756, and then getting out at 784.5.
525020	531680	Then going short at 798 and covering at 675.
531680	536660	So I'll ask you, which one of these trades do you think is the one that you want to learn?
536660	542120	Again, putting all aside the idea that you probably want to do all of these, but I'm
542120	544500	not promising you that.
544500	551100	I'm going to take you into how to find this setup here.
551100	552260	Notice the number of handles.
552260	556820	I'm not promising you to get this many handles, but the setups and the logic behind it will
556820	560860	help you find these types of frameworks.
560860	563400	The basic framework is the foundation to a trading model.
563400	567400	So you have to have an understanding of what it is you're looking for.
567400	572800	The only thing I'm introducing tonight is the idea of what it is I'm promising to educate
572800	576760	you with so that way you can go in and find these setups on your own.
576760	582960	You will not need to be a slave to some kind of black box system.
582960	587560	You don't need to be a part of some kind of signal generating gimmick.
587560	589600	You don't need to be a part of a signal service.
589600	593200	You can find these on your own, independent.
