start	end	text
0	4080	All right, folks, welcome back.
4080	7000	Hope everyone's doing well.
7000	13440	So we are in episode 37 of the continuous series of the ICT mentorship for YouTube 2022.
13440	18700	Here's our daily chart for the e-mini S&P June contract for 2020.
18700	24760	And you can see we have worked inside this fair value gap.
24760	26080	This is also a breaker.
26600	30200	OK, breakers are low, high, low or low.
30200	32880	Find the high in between, extend it out in time.
32880	34880	The market trades down into that.
34880	40520	It's also coming down in to fill in this fair value gap.
40520	43680	So we came down, filled that in, and now we're starting to rally.
43680	47480	Next bias of liquidity is this short-term high here.
47480	50280	And then if we can get some acceleration on the upside,
50280	53800	we have relative equal highs up here in that fair value gap.
53800	66640	OK, so for the students here that are looking for a little bit more meat on the bone for bias,
66640	72440	when the market is moved from a low like this and starts to trade higher and creates a swing low,
72440	76320	it's easy to assume that it might want to come back up to this high here.
76320	82920	So notice how each day, with the exception of this one single day here, each day was bullish.
82920	88040	So the bias would be expected to be bullish until we take out this high.
88040	89480	It does that here.
89480	97240	Then we have a day or two of retracement, which is logical because we created a fair value gap here.
97240	102720	It trades down, fills it in once more, tests it, and rallies.
102720	105320	So we're looking for tomorrow, which is Friday.
105320	111800	Non-farm payroll is a day I do not advise anyone to actually try to speculate on.
111800	115160	Now, there's going to be a group out there that have said,
115160	119240	I've made money doing non-farm payroll trades.
119240	126640	My reasoning for telling you not to trade is because you're here to learn how to read price action.
126640	132480	So if I say, go out there and study non-farm payroll Friday price action,
132480	138560	which can tend to be very volatile, choppy, or sometimes it becomes a dud.
138560	140080	It doesn't do anything.
140080	148320	But you don't have the experience to weather something that's very volatile and can be jarring to you.
148320	153080	And if you're out here trying to gamble with live money, which is what none of you should be doing,
153080	158840	if you're in here learning how to read price, that's why you're here, to learn how to read price.
158840	167280	Months from now, if you come to the conclusion that you think you've done well enough on paper and then demo consistently,
167280	169440	if you decide to go into live trading, you've done that on your own.
169440	173440	I've done nothing to instigate that or try to get you to do it.
173440	181040	OK, so bias is going to be derived from this chart here.
181040	186000	Because we're likely to run this short term high, that's what I'm thinking.
186000	190960	I'm expecting that it could happen overnight.
190960	195040	There's nothing saying it's going to wait until tomorrow at 830 when non-farm payroll comes out.
195040	205600	But if it doesn't run out this high tonight at 830, if we're above the fair value gap high here,
205600	214600	in other words, the candlesticks low here, if we're above that level at 830 and we have not taken out that high,
214600	218240	I would expect price to try to make an attempt to get to that level.
218240	220160	It doesn't need to go through it.
220160	224240	But the bias would be I would expect that to be attempted.
224240	228720	OK, now, does that mean go out and try to trade non-farm payroll tomorrow?
228720	236560	No, a lot can happen from the time of this recording, which is a little bit before nine o'clock Eastern time in the United States.
236560	239600	So I'm not trying to trade non-farm payroll.
239600	244920	OK, I'm not instigating any interest for you to go out and do it tomorrow.
244920	249600	But I do believe that you should study it.
249600	254160	Try to determine what side of liquidity is going to reach for before 830 news release.
254160	260480	And when that volatility hits the marketplace, watch and see what it does on like a one in five minute chart.
260480	262520	Get a feel for what it's doing.
262520	266280	And it's an amazing study for liquidity purposes only.
266280	277640	But unfortunately, sometimes these moves can appear, well, to the untrained eye random
277640	285560	and then to the initiated here, sometimes the patterns that I'm teaching you and the logic materialize in the chart.
285560	290200	And sometimes they do pan out to script, but not always.
290200	299640	So the reason why I tell everyone to avoid like big days like FOMC and non-farm payroll weeks is because you don't have the experience
299640	304600	and you can get hurt very quickly not knowing what you're doing.
304600	310480	So I try to be responsible as a mentor, try to protect you from yourself, because like I was when I was younger,
310480	316840	it was very easy for me to fall into a trap or think I can do something I couldn't.
316840	318480	So that way you understand.
318480	323680	I try to teach my students to stop trading by the New York session on Wednesday.
323680	331720	So if you had something that was profitable, quote unquote, up to that point, stop trading for the rest of the week and then observe.
331720	337920	Just study the price action the rest of the week, but don't try to push any buttons because you don't have any experience
337920	345960	working in these sometimes very challenging market profiles on the Thursday and Friday of non-farm payroll weeks.
345960	348840	They can be choppy. They can be sporadic.
348840	352160	They can come back against you when you really don't expect them to.
352160	359080	And they lose a lot of their precision, not all the time, but most of the time they lose their precision.
359120	366000	So I want to be focusing on those days where I don't have those disadvantages where everyone else is like, well, I got time to be in front of the charts.
366000	368600	So it's gamble and it's casino time.
368600	370480	And that's not the way I do things.
370480	378120	And I'm trying to promote the idea of a sober mindset about what it is you're doing in respect to measure of risk.
378120	383160	So be mindful of these levels here, the two blue lines here and that red line here.
383160	385880	It's a little bit lighter than these. You won't see these on the lower time frame.
385880	388920	But this here is that short term high here.
388920	398440	And the two blue lines here are respective to that fair value gap on the daily chart.
398440	402760	All right. Hourly chart, E-mini S&P.
402760	406160	Market trades down to the discount below the fair value gap.
406160	412480	And again, these levels here are not drawn because of the basis of support resistance on an hourly chart.
412520	416640	These are the same levels that I drew on the daily.
416640	423080	And when I change time frames from daily to hourly, they transpose to these levels here respectively.
423080	431720	OK. So the market trade down on Wednesday hits the fair value gap low.
431720	435240	Then we consolidate and then we drop one more time to it here.
435240	438760	Then we make a mad dash to take out the short term high here.
438760	442320	It was shifting market structure. That's bullish.
442320	445320	We take out this short term high here and relative equal highs.
445320	448680	And now we're gravitating towards what looks like a run on the buy side here.
448680	452400	Now, it does not need to do that tomorrow. I could be wrong about that.
452400	456160	I'm just saying that I think that this is the next draw on liquidity.
456160	458680	So study that. That's all.
458680	460320	Now, we do have a small little fair value gap in here.
460320	463960	Be mindful of that. You might want to drop down into that before going up there.
463960	466320	That's certainly something to study also.
466560	475000	On the 15 minute time frame, you can see here this is the markup for the short term high here.
475000	482200	On Wednesday's trading, we hit the fair value gap low on the daily chart.
482200	486240	Went back, hung around in consolidation, rallied up.
486240	488920	And I was in here trying to get a feel for what it wanted to do.
488920	493840	I was thinking that I could capture a run to take the buy side out here.
493880	497560	That's what I was aiming for initially really early in the session.
497560	500040	And this got chopped up a lot in here and it's fine.
500040	501280	I really don't care about that.
501280	509600	But once I realized it wasn't trying to rally and they were going to try to take it once more below the New York midnight opening,
509600	517600	which is this candle here, I want you to take a look at the way this day formed before I get into any more discussion about it.
