start	end	text
0	10280	Alright folks, welcome back. This is episode number 10 of the 2022 ICT Mentorship for the
10280	14880	YouTube channel. This lecture is going to be teaching implementing economic calendar
14880	22560	events with the open. Alright, so the economic calendar, many of you probably don't even
22560	27720	consider looking at this, but it's important if you're going to be learning how to speculate,
28480	33240	certainly if you're ever going to consider putting live funds in, you really want to
33240	36560	know what this calendar says for the day you're going to be trading. Otherwise,
36560	44240	you could be surprised, unfortunately, adversely, with a sudden rush of volatility that you
44240	51080	wouldn't otherwise expect. This is Thursday's economic calendar for Thursday, February 17th,
51080	60360	and not all of these things are going to be heavy hitters for stock indices, but most of
60360	66320	them are. And what I'm showing here is what I teach all my students. I go to forexfactory.com,
66320	70960	I use their economic calendar. It's not the only one you can use. It's whatever you like. I like
70960	77120	the color scheme they use. It's just a personal preference. You can pick any economic calendar.
77120	84600	They're all going to pretty much say the same thing. Here, the medium impact events are like
84600	90200	orange, low impact are yellow, and anything that's red, which is not being shown here,
90200	97600	would be like a high impact news driver. So when we look at the stock indices, the reason why I
97600	102280	teach you 8.30 in the morning, like that's your beginning time to start looking at it or cross
102480	108840	hairs time. The news embargo lifts at this time at 8.30. Typically, there's a bunch of news events
108840	116680	that are being ushered into the marketplace at that time. Now, some of these reports or speeches
116680	127760	or data points, they may be used as a smoke screen. They may be used as a catalyst to have
127760	134560	price go up or down at the time of their release. Other instances, like I'm going to teach tonight,
134560	142760	usually there's going to be a buildup or a dropping down in price right before the report
142760	150280	comes out, and then the real move starts to ensue. So it'll make more sense as I get into
150280	158360	the actual teachings. Okay, so we're looking at the NASDAQ daily chart. This is the trading
158360	162960	view continuous charts. That way you'll know what I'm looking at here. It's the one we've been
162960	169080	working with in this mentorship. So the daily chart, when I'm talking about power three,
169080	175040	a lot of comments came in the previous video mentioning how it was confusing to them because
175040	178520	obviously they're new. They just found me. They don't know what I'm talking about when I say
178520	184040	power three. I actually have a teaching in the YouTube channel so you can look it up and study
184040	190240	it, but I'll give you a little bit more amplification here. Also kind of like help bridge the gaps in
190240	197120	your understanding about daily bias because if I could tell you what was the most requested
197120	205560	question over the years since I've been mentoring people, without a doubt, absolutely without a
205560	212800	doubt, the number one question I get is, ICT, can you please teach me the daily bias? Can you tell
212800	218400	me if it's going to be an up day or a down day? And I'm going to teach you here, and this is my
218400	224360	honest to God's truth. I'm never going to be able to do it any easier than this. You just have to
224360	228520	study price action and you'll see it for yourself after a while, but this is really all I teach my
228520	236040	students and it is nothing more secret to it. This is it, okay? It's just the brass tacks of
236040	240560	looking at what the daily range is likely to form. So right away we're looking at the daily chart,
240560	247080	and as I mentioned in the previous episode, I outlined this high here in this low, and that was
247080	253200	the range we were within, and the 50 level was equilibrium. So again, above equilibrium is what?
253200	261720	The premium market, and below 50% is a discount market. So we traded back up into the top end of
261720	267320	the range between this low and this high, and between these two levels here. Remember I gave
267320	276120	you this low and this high. That's an imbalance, okay? It's a fair value gap. This market was down
276120	282520	in a discount initially after we had the indecisive candle. Go back and watch the ninth episode. You
282520	286440	haven't watched that one yet and you're watching this one. It's going to feel like even more
286440	292840	confusion, but we had an indecisive candle here and we were in a discount. Even though I believe,
292840	296080	and I've been telling my own students that I believe we're going to clean out these lows down
296080	305040	here, we went to a discount relative to the dealing range between this high and that low. So below it
305040	310440	we're at discount and we have an imbalance. So it's likely to do what? Go back up and rebalance
310440	316440	this before going back down. Listen to what I said in the episode number nine. I said,
316440	322840	even if we trade back up into this range, there's trades you can take even if we believe that it's
322840	330800	going to go below those lows. That's me tipping my hand to you. I'm not trying to provide you signals.
330800	335120	I'm not going to tell you buy here, sell here, put your stop here, take your, I'm not doing that.
335120	341840	In the community tab on my YouTube channel, probably once a week, I'm going to point out
341840	349960	something in the chart right before it happens and I want you to try to study it. You may not be able
349960	355320	to see it real time. You may miss it, come to the YouTube channel after work or whatever. Maybe
355320	360720	you're sleeping and you couldn't see it at the time, but still go through your charts using the
360720	366560	information I'm providing you. I get asked all the time, can you please put a date and time
366560	373600	reference in the post? I forget. I try to remember doing it when I wake up if I'm going to post
373600	377880	anything, but something happens and I see the chart and I heard I must want to put everything
377880	386840	in the post and I forget it. So I apologize for that. It's a work in progress, folks. So if we
386840	392080	look at the reference points of it being in a premium market or a discount market, but then we
392080	396280	have this imbalance and we have a bias that, and it's likely to go down and take out these lows.
396280	403400	So what have we said here in short? The market's been going lower. Yes, we took out some sell stops
403400	409320	below this low with the sell-side liquidity being taken out here. Then a natural retracement which
409320	414360	is reasonable. Then we start to decline. Then we come back up one more time. Failure swing doesn't
414360	419880	go above that high and it breaks down and creates an imbalance when it takes out this short-term low.
419880	429160	Wow, that's kind of like the model I'm teaching you. Yes. Now what's the framework here? We rallied,
429160	436040	broke below a short-term low with the model suggesting that these lows may be taken out.
436040	444040	So any rally or up close candle or candles should be viewed as a potential shorting candidate.
444040	452680	Now, ring in the imbalance. We traded up into the imbalance one more day. We swept above it,
452680	461200	not by much. Then the next day we open, we rallied just a little bit, and then plunge.
461200	468160	We took out the previous day's low and the day before its low. So both of these daily lows have
468160	478400	been cleaned out. Now this one is the next one. Then down here. So when I talk about power three,
479280	485760	I'm specifically dealing with this time frame, the daily chart. If you consider where the
485760	491760	market opens, say this is the opening price in the daily range if you're expecting it to go down,
491760	494560	or maybe you weren't expecting it to go down. You were just looking at the price in your chart
495200	498240	and you see that the opening was here. It rallied a little bit and it went down
498960	507040	and then closed near the low. Now that's a rather simplistic overview. Just making it very
507920	512720	plain. Nothing terribly exciting about that. But when you really start to consider it,
512720	518400	it is really exciting because this is the market right here. If you understand this
519200	526480	and you can study a daily chart, daily bias will become easier for you if you start implementing
526480	532720	it with this mindset. So if we're bearish, okay, if we're bearish on the market,
533680	539280	we're going to anticipate the daily ranges or each one of these candles doing this very thing here.
539280	546160	Open, a rally, not much of a rally, but it can make a large wick. It doesn't make a difference.
546160	551280	But the general premise is it goes up just to go down and it closes down near its low
551840	557200	when it's bearish. Obviously, this would be reversed where the open would be down here near
557200	562480	the low and the close would be near the high of the daily candle if it's bullish. But not every
562480	568080	single candle in a series of the entire price swing is going to be all up close candles when
568080	574240	you're bullish. Conversely, not every candle is going to be a down close candle when you're
574240	580080	bearish. But I've already taught you when you have these sustained price swings on the higher
580080	585440	time frame, you're not seeing a lot of up close candles when it's bearish and you're not seeing
585440	591520	a lot of down close candles when it's bullish. But contrast that with what you may be feeling
591520	598080	when you're looking at price, you'll make a big deal at a one down day when you've been bullish
598080	601840	and it completely takes you out of your game. Oh, I can't determine bias. I don't know what's
601840	608400	going on. This is always tricking me. I felt that too in the 90s. I know what it feels like,
608400	616320	but let's take a closer look at this. This is the chart that I used to trade back in 1992.
617040	621040	The classic open high low and close bar, which is what I'm showing you here.
622240	630400	Now with this chart, it made perfect sense to me. And if my eyes were not as poor as they are now
630400	635280	because I'm aging and I've been looking at computer screens for 30 plus years now,
636400	643520	it's worn them down. So obviously candlesticks are much more preferred way of looking at it
643520	648400	because it's thicker. You can see the open and close relationship as I'm teaching you here
648400	654240	a lot easier versus this. You have to strain to see where the opening is on this candle is to the
654240	659360	left of the candle or not. It's not even a candle. It's a bar. So to the left of the bar is the open.
659360	666000	It trades down, creates the low, rallies up and closes near the high. See that? Same thing here.
666000	672640	It opens, trades down, goes up and closes above the opening but in the upper portion of the daily
672640	678000	range. Then we have a high where it doesn't really matter where it closes. Then it's likely to do
678000	685600	what? Come back and rebalance this. It'll make sense in a moment. It opens here, small little rally up,
