start	end	text
0	6200	All right, folks, welcome back.
6200	11440	It feels just like yesterday, the last time we'd spoke.
11440	19880	All right, so here we have one of those instances where, as luck would have it, the hands of
19880	26920	fate, the planets aligned, all those factors came in on something I gave you in an analysis
26920	28280	last night.
28280	34800	Now, before you start snickering and rolling your eyes and sending your husband up to slap
34800	43640	me on the stage, just understand that this is just one piece, one little piece of price
43640	50360	action in the delivery that the algorithm will likely, not every single instance, but
50360	51840	it will likely repeat.
51840	57360	Okay, it's the logic that I've shared on this YouTube channel, and I've been asked
57440	63120	obviously, if you read the comments in the videos, can I show an example of this working
63120	66240	in London Session for Forex?
66240	68040	No problem.
68040	71840	To do that, I set the stage with the analysis last night.
71840	75960	There are folks out there that will say, I don't know how to pick the tops and the bottoms
75960	78040	or the highs and the lows of the day.
78040	82920	They don't know what I'm teaching, so it's easy for them to say those types of things.
82920	88720	A new student may stumble upon their comment, may stumble upon their YouTube channel, and
88720	94480	whatever their medium is, they follow that logic without investigating it or looking
94480	98160	into whether or not these things that I claim are true.
98160	104840	So without a safety net last night, I outlined it for you, I explained what it should do,
104840	109280	why it should take place, and therefore, we watch.
109280	116320	And do I see in my chart, like you should see in yours, what I outlined?
116320	121400	Not exactly to the level I was outlining, but the general premise was there.
121400	122920	What do I mean by that?
122920	128360	Well, we were in this area here, and I mentioned that I felt that it was going to go below
128360	135800	the 100 level, and if I were making the market, in other words, if I was the market maker,
135800	142960	providing the parameters at which the dollar index will go down to set up a buying opportunity,
142960	148840	I would take it down to the 99.92 level.
148840	154760	And you can check me on that with the video I uploaded, and I can't edit a video on YouTube.
154760	157960	Once it's there, it's there.
157960	162960	So some of you are actually downloading them, that's fine, but go to episode 19, which is
162960	169080	the one I just did last night, and listen to the 20 minute mark around the 10 second
169080	174560	net vicinity, and let it play for a minute or so, and you'll hear me outline the very
174560	177040	thing that you're seeing in your chart right now.
177040	185240	So the question is going to be, how did I know to call that level, and why did I know
185240	187360	that it was likely to set up a London setup?
187360	190960	Well, I'm going to teach that to you tonight.
190960	197960	So understand that this is not the model for my daughter, this is not in addition to
197960	203840	the model, I'm just simply answering questions, because I got a lot of them, and I'm not trying
203840	210920	to push this inside of the model for this YouTube mentorship, because the next step
210920	215240	is going to be, can you go into London and do live sessions so we can copy what you're
215240	216240	doing?
216240	217240	I'm not going to do that, okay?
217240	220520	Now, some of you are going to be upset and say, oh, well, see, you're not proving anything.
220520	224960	Well, if you're not seeing this as proof, move along, okay?
224960	225960	Just move along.
225960	228280	I'm only going to do what I'm willing to do, okay?
228280	233200	And I'm having fun showing what I'm showing, and it's really enough.
233200	238400	Only those individuals that want to be spoon-fed setups and trades and piggyback my ideas,
238400	242520	they're the only ones that really push and twist my arm, and they're going to be frustrated.
242520	245520	So I'm just letting you know, that's not going to happen.
245520	246520	So don't ask.
