start	end	text
0	11360	All right folks welcome back this is episode 18 of the continuing series of the ICT 2022
11360	12360	YouTube mentorship.
12360	21960	All right so we are looking at the euro dollar and what you have here is how I have my trade
21960	29500	layout this is what I work with while utilizing my charts through trading view and don't be
29500	36340	intimidated because you may not be able to do this with your trading view there's a I
36340	40060	think there's a membership level you have to have and again I'm not trying to promote
40060	44820	I don't get anything for you signing up with trading view I don't have any affiliate programs
44820	50460	nothing like that I don't have any you know programs that I'm trying to pitch I just like
50460	57660	the service okay I pay for it out of my pocket you don't have to do me any favors so but
57660	63660	I have it set up like this when I'm looking at the marketplace the upper left hand corner
63660	68660	now you can do this with individual charts and you'll see what I mean by having one laptop
68660	74180	one screen if you do what I'm going to show you here today you don't need all these screens
74180	81420	but I've been asked to show this both in my private group and in the YouTube community
81420	88320	what do my charts look like when I'm going through the motions of looking for trade setups
88320	91620	and how do I navigate from higher time frame down to the lower time frame and how I work
91620	96920	with daily bias and what do I do with my charts to streamline the analysis from high time
96920	103420	frame to low time frame I'm going to show you that in this lesson here all right so
103420	107260	upper left hand corner is always going to be the daily chart you can see here daily
107260	114940	now if you're looking for bias you're going to start your analysis here now you can do
114940	120240	it with the chart maximize like this start working with it doing all of the business
120240	128120	that you would expect to have on your chart and we'll do this here shout out to my mentorship
128960	138840	private group I mentioned this on Wednesday's midweek commentary a little bit of hindsight
138840	147760	done right so we have a fair value gap there and notice that it has this high that low
147760	157720	and a higher high many of you would see that as my bearish breaker it's not okay so look
157720	169120	at this here which is lower is it this low here or the discount low of the fair value
169120	176400	gap in the words this candles high clearly it's this candles high so I'm going to tell you
176400	180240	something I told my private group last night because I can tell it to you now it's not
180240	186520	advantageous to you it was advantageous for them because they knew about it yesterday but
186520	192240	I'm showing you this because I have a lot of witnesses that I said this before it happened
192240	196960	because I know some of you out here unless you were there watching it okay you just simply won't
196960	200520	believe it and that's fine I'm not here to convince every single one of you you're gonna
200520	206000	believe it or you're gonna watch somebody else's channel symbols that but the fair value gap in
206000	213800	here I mentioned that we would likely draw up into that and then look for lower prices now let's
213800	221280	step-by-step walk through a scenario using what I'm teaching you in this mentorship on the YouTube
221280	229200	channel okay I responded to a lady on the comment section of I think it was the most recent video
229200	237280	so forgive me if it isn't that video but I know I mentioned a response to her question was more
237280	247520	or less I'm gonna paraphrase it can I touch on or teach a specific approach to trading or can I
247520	254080	mention rather a specific style of trading that if I only had to pick one way of doing it one style
254080	262480	of trading that obviously hits all the time well there is no method that hits every single time
263200	270880	everything that I trade with and teach is like everything else it's imperfect that means there's
270880	276280	gonna be losing transactions largely because of the operator me or whoever else is using it and
276280	282240	you have to take ownership of that it takes a great deal of responsibility and I kind of
282240	288040	lectured on that in my private group on Wednesday it doesn't feel good to hear those types of wood
288040	295160	shed lectures but it's something I needed when I was younger but if I was going to use one
295160	300440	particular approach to trading like say I was starting completely over didn't know anything
