start	end	text
0	13040	Alright folks welcome back. So this lesson is going to be a little bit shorter more
13040	18600	direct to the point and we'll be looking at some examples since I showed you what
18600	22880	we're looking for on Tuesday night. So Wednesday's trading and Thursday's
22880	30200	trading. We'll take a look at that. Alright first up is the e-mini S&P March
30200	36720	delivery contract for 2022. Wednesday January 26th. Why don't you take a look at this
36720	41760	low over here. Okay and don't just use my charts. You want to look at your charts
41760	47680	and go through it from your platform, your broker, whatever feed that you're
47680	53840	using. This is trading view. It's a free charting package when it's end of data
53840	58600	but if you want to have real time I think I'm paying four dollars a month
58600	66160	for the data. It's not really expensive but you want to have the low over here
66160	73580	on Wednesday the 26th and you'll see why I picked that low there because it's the
73580	79220	low. Okay and then this is the high. So we have this price run from this low to
79220	84060	this high. That's our range. So you want to drop your fib on that. Now get your
84060	93260	equilibrium price point. So as the highs were ran through we had that run up. The
93260	97580	market gets pushed into a premium. It's really expensive and then we want to
97580	104380	wait to see does it break down below the old high. It does but does it create a
104380	109820	fair value gap in here? No. Then it rallies one more time then breaks down
109820	120780	again. Inside here there's a break in market structure. We see it here then it
120780	127260	runs back up into the fair value gap here and then sells off reaching into
127260	135300	this old low which would be below the equilibrium price point of this entire
135300	144540	range or 50% level on the fib. Okay put some lipstick on this. Again here's the
144540	151660	low and the high equilibrium which is a 50 level on the Fibonacci. So we're
151660	159220	looking for a low or an imbalance below this level. Okay so we have a swing low
159220	164420	here. We have an imbalance here that could be a target. Notice how we hit it
164420	172820	there and came off of it. More pronounced low here and draws down into that. So
172820	179220	inside this shaded blue area we're gonna take a closer look at the details. Okay
179220	183540	we're zoomed in a little bit. Again still on a two-minute chart. Previous high,
183540	188940	short-term high and 830 in the morning. That starts the hunt basically. That's
188940	192260	what 830 in the morning is to me. So we're looking for an old high to be
192260	199860	violated. It does so here. Then it breaks. There's a break in market structure.
200620	205300	Swing low. This candle over here that sets the stage. Now you have a
205300	210700	opportunity. Does price draw back up into the fair value gap after this candle
210700	215140	breaks below here and giving you a bearish market structure shift. Yes it
215140	219420	trades up into that fair value gap. You can go short there and again you could
219420	225260	target this old low here or that low that was annotated before we zoomed in
225260	231220	and look at the beautiful delivery there. So hypothetical short from here
231220	237020	and hypothetical cover here. You would log that in your study journal. Don't use
237020	242020	my examples here alone. Go into your own charts and annotate them as well. So
242020	253420	shorting around we'll say 4419 and covering at we'll say 4382 just to be
253420	260180	you know not perfect. That's the opportunity of the range but you don't
260180	264220	have to have all of that and still very very nice delivery based on the logic
264220	269260	I taught you on Tuesday and the first lesson on the previous week's Friday.
269260	276700	Again there's that fair value gap and that's your candle that would be
276700	283460	considered as a ideal entry and the discount old low as a target right
283460	288300	there. So your charts would look just like this. In any open space like over
288300	291500	here you would just type in whatever important factors that you found
291500	296500	insightful about this example. How long did it take? Okay how long did it take
296500	302020	from the market structure shift occurring? How much time did it take to
302020	305300	get up into the fair value gap? That's real important. How long did it take
305300	311740	before it went from your entry down to your target in time? How much heat or
311740	320420	drawdown would you have weathered getting short? Now if you used this candle's high
320420	325540	as your entry point you technically could have got filled here but in here I
325580	329860	want to teach you to look at the total range available and in hindsight okay
329860	334180	because it gives you a framework to look for how these examples while they're not
334180	338260	exactly the same they don't repeat exactly photocopy of every single
338260	342660	previous instance of it there's a lot of similarities that you'll find that are
342660	346860	reoccurring and that's the important factor to train your eye to see it.
346860	351980	Remember the analogy I gave you on Tuesday night about the deer track and
351980	355180	being a hunter you have to know what a deer track looks like you have to know
355180	358940	what a deer track is to stalk it effectively. Well this is your pattern
358940	362500	and setup so you need to go in looking for it so it reinforces the idea that
362500	367780	you know what it looks like. All right we're looking at the e-mini NASDAQ
367780	373300	futures for Thursday January 27 2022. This is a five minute chart this is the
373300	378300	time frame you start with and you work down okay. So in the five minute right
378300	388560	away we can see the low to the high and we're looking for a high and go back in
388560	393420	time in your chart and you'll find what this is here but you have these relative
393420	397940	equal highs as well so that could have been a initial objective looking for
397940	401540	these relative equal highs to be taken out and does it break down give you a
401540	404540	fair value gap no it doesn't so it wouldn't even meet the criteria there I
404540	406900	know some of you might be looking at this well how do you know it doesn't
406900	411100	get you on a trade here listen to the rules I gave you they're very specific
411100	414500	and that's what I'm walking you through here that way you can see it's kind of
414500	420780	allowing the market or really forcing the market to show you its hand once it
420780	424860	does that then you can go in and act accordingly but you have to wait for the
424860	429140	setup you can't force it you can't think it's there it's there or it's not. So we
429140	431740	have old high here by solid quality resting above that and we have a run
431740	436240	above it once it goes above here doesn't go above it and break down and then go
436240	439960	down below that short-term low there no it goes higher so we just keep waiting
439960	446260	for a break lower to get a shift in the market structure on an intraday basis so
446260	451240	we have a swing low here it trades down through it on this candle here so you
451240	455360	know right away at that moment on this candle soon as this candle trades
455360	460880	through it you now have an opportunity then you go back into the high to that
460880	467420	candle slow and do you see a fair value gap it's right there okay this market
467420	473880	rallies back up trades into it here you can be a short seller there and the
473880	477760	market breaks down one more time we trades back into it and reaches below
477760	482360	the equilibrium price point now you have a couple targets here you could be here
482360	486760	here or in the imbalance and it hits all of them and goes a little bit further
486760	489360	lower
493040	498080	all right so that was quick and hopefully painless and again we're looking at
498080	502900	internal range liquidity and market structure shifts intraday my advice is
502900	509840	for you to go back through more data use the weekend that's coming and acquire
509840	515160	more of those examples that we can include them in your study journal next
515160	520920	week I'll work on targeting refinement and entries until I'll talk to you then
520920	524400	enjoy weekend be safe
