start	end	text
0	12000	Alright folks, welcome back.
12000	15960	This is going to be kind of like the direction we're going to be going in the future with
15960	17440	the channel here.
17440	25320	I'm wrapping up the mentorship teachings for this model and we'll be just basically doing
25320	33000	reviews and index futures, Forex, commodities when it's applicable.
33000	39720	I posted that on Twitter as kind of like a short little promo and everybody was excited
39720	44920	thinking that I'm going to be doing like 30 different markets every single day.
44920	47200	It's not what I'm doing.
47200	52040	So kind of give you a flavor for what it is that we will be doing.
52040	58480	The mentorship group that I have with us, a private group, I no longer make videos for
58480	66760	them and one of the reasons why I started this project here is to steer people away
66760	70520	from wanting to buy videos that aren't going to help you anyway.
70520	76440	So when you're buying old videos, I'm talking about market moves for that particular day.
76440	79680	So it's not going to be as useful to you.
79680	86720	So to keep people from profiting off of pirated videos, I stopped making videos in my private
86720	89600	group and I make them here publicly.
89600	94080	Now some of my students are upset that I did that.
94080	97600	Others that understand why I'm doing it are in support of it.
97600	103920	I'm not going to argue or wrestle with the opinions of who's in support of and who isn't
103920	104920	support of.
104920	107920	I look at it this way, the folks that would have an issue with it, they're probably the
107920	110200	ones that are trying to sell pirated videos.
110200	112840	So now I've removed their market.
112840	116640	So you're a fool if you're going out there and you're buying all these Instagram guys
116640	125040	that are selling my videos, I got ICT mentorship 2021, 2022, 2019, all the way back to 2016.
125040	130080	You know folks, they're not going to help you because you weren't there when it was
130080	134200	given at the time it was given that's being mentored.
134200	138200	So that's what I'm kind of doing here and I'm doing on my Twitter account.
138200	144540	So that way we understand why I'm doing it and what motivates me to do it.
144540	149400	So there won't be a lot of markets obviously being covered each day.
149400	153560	I'll be looking at the markets that I was referring to either on Twitter or I actually
153560	154760	took trades in.
154760	160260	So it's not a matter of talking about something that no one expected me to have an interest
160260	169700	in, which is predominantly what you see here on YouTube and Instagram and Twitter and Facebook
169700	175580	and Discord and you know, the list goes on and on.
175580	184940	So today, one minute before 8.30, I apologize, I was waiting for my phone to update its software
185280	190300	and by the time I got back on to Twitter, I had one minute left to type out everything
190300	193560	that I posted and you can go on my Twitter feed and you'll actually see the post in here
193560	195260	too.
195260	201620	But on the economic calendar, there was a high impact news driver for Canadian dollar
201620	206680	and I said I would start working in Forex when there's a lot of you are specifically
206680	210980	interested in Forex because that's predominantly what I'm known for.
211020	215420	I've moved away from Forex recently because I wanted to be a part of the stock index futures
