start	end	text
0	8360	All right, folks, welcome back.
8360	15560	This is going to be episode 24 of the continuing series of the free ICT mentorship on YouTube
15560	16560	for 2022.
16560	22400	All right, so I'm going to kind of like sit you down for a minute, get your attention
22400	27080	because if you don't have the proper mindset for this one, this could be taken out of context
27080	30760	and viewed in a light that is not really my aim.
30760	37080	Okay, so I want you to think about why are you even watching these videos?
37080	38800	Are you trying to learn?
38800	43560	Are you just entertaining yourself or are you here to try to be disruptive?
43560	47240	Because if you're trying to be disruptive, I don't have any time for that.
47240	50440	So I want you to understand what I'm going to show in this video.
50440	52800	This is not going to be a repeating theme.
52800	56320	I just want to let the foundation be laid here.
56880	67160	If I see any comments that are either disrespectful or just meant to stir up chaos and create
67160	73240	a ruckus, I'm just going to ban you from the channel and your posts won't appear.
73240	75360	The comment section is open.
75360	77880	You guys said I don't open the comments up.
77880	79240	I've been opening them up.
79240	81600	All the mentorship videos are open.
81600	87720	I use your comments to steer the future direction of the lessons.
87720	94240	I try to incorporate things that you may have asked or shown a concern about respectfully.
94240	99240	If this is not for you, then obviously you can go watch Tom, Dick, and Harry go play
99240	100240	in Market Replay.
100240	101520	Okay, that's fine.
101520	107280	But here, I'm teaching you things that actually work in the live markets, not pulling some
107360	112320	strings to make you feel like you're learning something that is a gimmick.
112320	114800	This is real market delivery.
114800	118240	Those of you that are really sincere about learning, obviously, you have a lot of work
118240	119760	ahead of you.
119760	125000	And we are in the development stages early on in this mentorship.
125000	130920	So that means you have to understand that this is the discovery where you see this pattern.
130920	137120	You're supposed to be going back through the data and your old charts, not trading, not
137120	139960	even demo trading, okay?
139960	144120	You're looking for this pattern through backtesting.
144120	148160	Now some of you have asked to do a backtesting episode.
148160	152360	I will do a backtesting episode, okay?
152360	156760	But I want you to understand that you have to have the proper mindset here.
156760	158440	You have to be responsible.
158440	162140	You have to be attentive and you have to listen.
162140	167820	So the things I'm teaching, the things I'm saying, suggesting to you, you have to make
167820	171980	them applicable to your own journey.
171980	176300	You can't just watch and think, okay, I've seen him do this a few times in a video.
176300	177300	I understand it.
177300	180340	So I'm going to go out there and try to do it.
180340	189100	So I want you to understand in light of that idea or direction that some of you want to
189100	194580	take, just know that that's not the proper way of doing it, okay?
194580	200220	So some of you are unaware that this is the other part of the ICT experience.
200220	207740	So when I'm communicating to the community here, not only am I doing it in the comment
207740	214260	section very, very rarely, but I also talk on the community posts.
