start	end	text
0	11240	Alright folks, welcome back. This is going to be a short little ditty on the S&P 500
11240	16160	June contract 2022. This is our daily chart. And before I get into it, just let me remind
16160	19880	you that I do not use WhatsApp. I'm not going to be in the comment section asking you to
19880	26440	reach out to me. Okay, hit me up. Let's talk. None of that stuff. That's all scammers. So
26440	29600	I'm never going to ask you for money. I'm not going to direct message you. I'm not going
30200	33280	to direct message you on Twitter. Okay, all those people are just trying to scam you, trying
33280	37200	to pretend to be me. I'm not asking for your money. You're here to eat off my table for
37200	43440	free and I'm happy to do it. So just know that those accounts are not me. Please report them
43440	50880	and ignore them. Alright, so the S&P 500 daily chart, we're going to look at this day here.
50880	56520	And before we get into it, I'm going to bring your attention to the 16th of May on that
56520	61720	low. This morning on Twitter, I was not able to participate in the early session movement
61720	67520	on the stock indices because I've been trying to do things to share with the audience that
67520	73760	has been mainly following me because of Forex. I noticed a lot of you are starting to evaluate
73760	78000	and complain that you want to see Forex. And I understand that, but even my paid membership
78000	84080	group, they have seen very little in terms of Forex too. And I'm pushing this asset class
84080	88000	because this is where the volatility is. Price is price. It doesn't make a difference. When
88000	93360	Forex starts moving around big again, trust me, index futures will get slower and quiet
93360	98160	in comparison to Forex. Trust me when I tell you the currency markets will eventually,
98880	103120	within the next 12 months or so, probably start having some pretty wild movement.
103680	107760	But until then, we have to look for volatility where we can find it. Right now is in the stock
107760	113680	index market. So if you're a hardliner, if you're a purist and you don't want to see these types of
113680	119920	moves in this type of market, I understand, but learn from it because it works the same way
119920	126960	in Forex. Just know that. Okay. So I mentioned on Twitter that I was in the dollar CAD this morning.
126960	134160	I went long on that one on its high impact news at 830 and it was a snooze fest. It took forever
134160	139200	just to move a little bit. Obviously I shared that on the Twitter feed. So you can again,
139200	143360	go over and look at that. So I mentioned I was going to grab a bite to eat, have some lunch,
143360	147440	and then I would look to see if there's anything for the stock industry market.
148240	151920	And I participated in this move I'm going to show you today here.
152720	157760	I hinted at where the market was likely to go to. And let me state this going forward because
158320	163200	I had Perry Mason over there on Twitter reach out to me saying that the bar has been lowered
164800	169760	for calling out trades. I don't call out trades. I'm not going to put you in a trade. I'm not
169760	173680	going to give you an entry, a stop, a target. I'm not going to do that. I don't spoon feed. I don't
173680	177280	do that with my pay group. What I do is I point to where the market's going to go. I've already
177280	180560	taught you how to get in. I've already taught you where to put a stop loss. I've already taught you
180560	184800	how to put your limit orders in. I already taught you all that. Now the problem is you don't have
184800	188640	the experience of knowing where it's going to likely go next. So this morning, what I did was
188640	195040	I drew everyone's attention to the low on the 16th of May, 2022. Now, if the market is above
195040	202240	and let's go into a lower time frame chart. Okay. And if we're in the market
203840	210480	and we're up here and I'm suggesting to everyone think about this low over here on the 16th. What
210480	214480	do you think I'm drawing your attention to while we're up here and I'm drawing your attention to
214480	221440	this specific area, the lows of May 16, 2022? Do you think I'm referring to it as it should not
221440	227600	come back down here? No, everyone should understand my style is we're aiming for liquidity.
227600	233280	So if it's up here and I'm pointing down here and taking your attention down there, I'm acting like
233280	240000	a scout. You're the sniper in training, whether you realize it or not. Okay. So I'm trying to point
240000	246640	you to where you should be aiming and you have to do the work of scoping it up, pulling the trigger
247440	252000	and dealing with all that. Okay. So there's no shortcut to this.
252000	256480	There's not going to be an ICT on Twitter or on YouTube that sits down in front of you and says,
256480	260800	okay, everybody are you ready? We're all going to buy right now. We're all going to put our stop
260800	264800	loss at the same place. We're all going to put our exit or at the same place. And we're all going to
264800	270000	ride these things and this is going to be happy. And that's it. I'm not going to do that. I never
270000	273760	promised to do that. I'm not going to do it. Period. End of story. No way. This is how I train my
273760	278400	students. It works, folks. It does not work for lazy people. Okay. I understand that some of you
278400	282480	just want to be handheld, but that's not going to happen with me. I don't do it. I didn't do it when
282480	287840	people paid me and I'm not going to do it for free either. So you don't need me to hold your hand.
287840	292000	If I point to where I think the market's going to go, it's your job to study and look for the
292000	296240	opportunity. The fair value gap is what you're going to be utilizing. Okay. Some of you are
296800	301840	fixated on only looking for the setup at the opening. Well, what happens if you don't get a
301840	305440	trade at the opening? Can't you use a fair value gap to get involved with the move if it's going
305440	311520	to go down to something like this? Yes. And that's what I did today. So let me add the annotations
311520	315680	in the form of showing you the executions so that way you can see. I'm not sure why this thing is
315680	323200	not popping up. Stay on there. There you go. All right. So here is where I entered. I did four
323200	330080	contracts at 4,007 and three quarters aiming for the 16th below. I didn't have a whole lot of time
330080	336080	to be babysitting this thing. And late afternoon, this could have easily whipped up, did some kind
336080	340640	of retracement without any kind of stop loss, trail down, and then even moved lower. So just
340640	346720	to make it easy, short and sweet to the point, your attention was drawn to the 16th, the low on
346720	353840	the 16th of May. Let's go into a 15 minute time frame. All right. So you can see
354880	358160	up close candle. What do you think that is right before we started to go lower? It's a bearish
358160	362320	order block. Throw that out in time. It hits that order block on this candle here.
363040	369440	Dropping into a five minute chart. What is this?
369440	388000	It doesn't look like a bear until you zoom in, huh? So right in here, it's hitting,
389120	392240	it overshoots it granted, but it's a lot of volatility right now.
393200	400400	This candle is high. Your stop would be above there. Hold on to the position until it starts
400400	419200	to break lower. If you want to fine tune it, this is the one I shared on Twitter in the recording.
420160	425760	Okay. So what I saw was this fairway gap here, it hit it, created what? What is this?
425760	431680	What's this pattern here? What's these three candles here? It's a swing high. So as soon as
431680	436160	this candle closed here, I'm going to go right in here at this candle and just get in and go short,
436160	440160	trusting the fact that we've already had a fair value gap. We already went through it.
440160	446160	We have a swing high and it's bearish. I'm looking for what? What am I looking for? I'm looking for
446320	451520	what am I looking for? I'm looking for a run below this old low, which is May 16th, 2022 is low.
452320	460400	So I'm entering here and I'm riding it out with a stop here. Everything is reduced in terms of
460400	465200	risk. As soon as we started to break lower here and started moving in my favor aggressively,
465200	469600	I moved my stop only because the volatility is so high right now. I just don't want to see it come
469600	475600	back and knock me out. That's not fear. That's just sound money management. I'm not trying to
