start	end	text
0	7400	All right, folks, welcome back.
7400	16520	This is our final meeting for the week, and this completes my daily review for the 2022
16520	19520	ICT free mentorship on YouTube series.
19520	28600	All right, so we finally made it run below that May 12, 2022 low here.
28600	38360	Now I'm going to take your attention into the hourly chart.
38360	50800	All right, so here's the trading day for Friday.
51000	55840	And we'll look at this when we get to it.
55840	68840	All right, so we've consolidated, the market ran up, took the stop on my final balance
68840	71640	on that paper trade.
71640	77640	We moved up into a deeper fair value gap, creating the high of the day.
77640	83680	We broke down below the 39.15 and a quarter level.
83680	88520	Now for me, this was the turning point that I required, like I didn't want to do anything
88520	91560	prior to this run here.
91560	102320	I did a commentary on the Twitter spaces, a portion of their service or whatever, where
102320	107000	you basically just get to hear someone talking and not just jawbone for a little while.
107000	112760	Around 8.30 to 10 o'clock, I spent about 90 minutes just covering a lot of different
112760	122280	things from psychological things to personal things and trading and how my children are,
122280	129140	with the exception of one, not really interested in trading, but now I have one of my sons
129140	133540	that are actively pursuing.
133540	138700	And now, obviously, he's given me permission to show you his account here.
138700	141700	It's a live account.
141700	155620	There you go, you can see he got his account up today here.
155620	160400	So previous balance, I was mentioning and showing you earlier, I showed you a little
160400	162100	clip on Twitter.
162100	170300	Previous balance after commissions, he had $9,751.66 and today he added another $3,700
170300	175940	to it, bringing his balance to $13,451.66.
175940	184460	That would essentially be in three weeks, like 300% return or number one spot on the
184460	188500	Robbins leaderboard in less than a month.
188500	198540	Now, obviously, AMP allows you to trade with an amount of leverage that is exceedingly
198540	202180	lower than that of what Robbins would do.
202180	205300	That kind of return, obviously, is not typical.
205300	209660	Okay, I'm not promising any of you that you're going to get that.
209660	215460	And yes, he's my son, so he has a lot of experience sitting next to him.
215460	221780	So when we're looking at charts together, I'm kind of like leaning on my experience
221780	225860	and asking him what he sees, basically what I'm dealing with you all when I'm training
225860	226860	you.
226860	229300	Okay, I'll prompt you, I'll say, what do you see here?
229300	230300	And what do you see there?
230300	236540	So that way kind of builds his understanding as the charts are painting.
236540	241340	And he gets to push the buttons on his own, deciding whether he wants to get in or get
241340	242340	out.
242340	243580	And there it is.
243580	248460	And today, I was utilizing that swing low there.
248460	250340	So I wanted to see that break.
250340	255540	So during the time on Twitter, I wasn't really interested in anything until that low was
255540	256540	taken out.
256540	264220	And you can hear that in the discussion, wanting to see this low break, I was giving it an
264220	268060	opportunity to see if it was going to show a willingness to come up here and run these
268060	269060	highs.
269060	273500	That could have very well happened, hit that and then did all this business here.
273500	279060	But it just so happens that it breaks the 39.15 and a quarter level here.
279060	283860	And then right in there, I'll explain how I personally would have been involved and
283860	286100	how I actually was talking to my son about it.
286100	292340	And these types of ideas helped him propel his account today.
292340	296420	So here's the trade below the short-term low here, took some sell-side out there, and
296420	301660	then ultimately taking out the 38.55 level rather handsomely.
301660	303860	And we'll look at all this business when we drop down to our timeframes.
303860	306540	Let's look at the 15-minute time frame.
306540	310660	All right, so here's that fair value gap it worked up into.
310660	314900	I wasn't interested in all this business back and forth chopping around.
315060	322700	Finally, with the 39.15 and a quarter level, it broke through it and then we had a gap
322700	329700	in here, which we'll see on the lower timeframes that was, in my opinion, the better trade.
329700	333340	Now some of you are going to look at this and say, well, it didn't go to a premium.
333340	341220	I'm teaching you how to find the highest probability and also trusting the model.
341220	343420	I'm not limited to just one model.
343620	349540	OK, so I kind of want to preface it by saying that I don't want you thinking that I'm just
349540	354820	this one trick pony that I can only do what I'm taught in this model.
354820	359060	I know some of you want me to sit down every single day and give you the example of that
359060	365820	model, but to do that, that takes away that discovery for you.
365820	367820	Like you got to go into your charts and find them.
367860	374620	And then by building a backlog of old data, showing those types of moves, it helps, obviously,
374620	376380	with your confidence.
376380	379940	It builds your own pattern recognition.
379940	382460	And it's just this is the way you are supposed to do it.
382460	383380	Period.
383380	384620	Yeah, I'm not going to do it for you.
384620	385860	I'm not going to hold your hand for you.
385860	388860	I've taught you what it looks like and how to find it, where it forms.
388860	392940	That way you go through it and you look for it to form in your own charts and collect
392940	394460	the examples of it.
394460	395460	That's back testing.
396460	402180	So anyway, it runs through 30, 72 and a quarter creates another opportunity in here.
402180	404820	You can actually see the fair value gap there trades up.
404820	410500	That's another short work lower, finally creating the short term low.
410500	416140	And at 130, that's when we start watching the afternoon p.m. session.
416140	420940	It rallies up, creates short term high in here, fair value gap.
420940	425620	The last hour of trading rallies back up into a fair value gap here.
425620	428420	So if you look at the range from here to here, it goes back to a premium.
428420	429860	I taught you that.
429860	431100	So that's a target.
431100	440340	This imbalance, fair value gap, reversal on Friday's trading up into an old imbalance
440340	440860	there.
440860	445100	OK, so my son participated in shorts in here.
445100	450580	He took two shorts and went along in here all throughout this and was able
450580	453820	to, again, push his account up $3,700 today.
453820	464220	If we go into a five minute chart, here is that same idea where it went, created a low.
464220	467020	130, it starts doing its business.
467020	468500	What's it reaching for?
468500	472540	Going to go back into middle of the range into a premium.
472540	478180	This is the array above, half the move from here to here is 50% equilibrium and this is
478180	478940	the premium level.
478940	485180	So it goes down a small little drop down in here into the fair value gap after three
485180	491460	o'clock and then the market starts sending it into an algorithmic spool where all this
491460	497180	price action starts running aggressively into the close up into a completely random
497180	501300	level that was shown on the hourly chart.
501300	505180	And here we have the market trading right up into that area and then this
505180	508220	consolidating going into the close.
508220	522580	So now the idea of looking for a setup, let me go into this little area right in here.
522580	525500	Here's that fair value gap there.
525500	532860	It rallies up into it there and there, then breaks lower.
532860	535060	In here is a fair value gap.
535140	538460	It trades up into it there and sells off.
538460	542540	Notice that it's occurring at the levels that I have here on the chart.
542540	546540	Those old lows where sell side would be resting.
546540	550460	So we're using the fair value gap after a run below on the lower.
550460	556980	Let's think of it like support broken, return back into the fair value gap, not, listen
556980	561620	folks, listen, not go back to the old low broken and act as resistance.
561620	563660	Okay, that's not how I look at it.
563660	567900	If the fair value gap doesn't exist, I don't trust that level as an old support broken
567900	568900	turn resistance.
568900	573380	That's why I try to tell everybody that comes to me, oh, he's just trading break and retest
573380	575500	or he's trading support and resistance.
575500	582060	I'm not because I classify specific levels beforehand, looking at them with the logic
582060	585420	that the market's going to create these patterns around them.
585420	588820	Same thing here, old low, the fair value gap, it trades up into it.
588820	593060	Why didn't it just stop at the 3872 and a quarter level because it's going into the
593060	597640	imbalance here, then delivers going lower.
597640	605820	So the two shorts are in here and here, the longs were in here, here, and then riding
605820	608580	up into the imbalance.
608580	614540	And it's real hard to beat a live account proving it.
614540	619060	And it's all the better when it's your own son pushing the buttons and seeing it happen.
619060	621820	So that's a really good feeling as a dad.
621820	630380	So hopefully with what I shared this week, I gave a lot of content and today I just wanted
630380	635500	you to understand what it was and why I was not willing to take a trade yet because I
635500	639940	wanted this level, the 3915 and a quarter level to be broken.
639940	646660	I wanted that to happen first and to do that because on the 15 minute time frame, that
647180	652740	me that break, whereas all up here, it's just, it's consolidated.
652740	656940	I don't want to catch a break below a short term low and then then run relative equal
656940	657940	highs.
657940	659220	Notice that?
659220	661740	That's the reason why I'm picking that because I know you're all asking, well, why didn't
661740	665180	you use any of these short term lows being broken?
665180	671260	You could have, if you want to be ultra aggressive, I wasn't willing to be ultra aggressive because
671260	673420	we have a lot of volatility in these markets right now.
673420	675500	So I want to know that I know.
675500	677700	So this short term low, that's why I had it noted.
677700	686980	I told you about it in the commentary today, listening to me on Twitter, breaking through.
686980	690780	You don't see the gap here on the 15 minute time frame, but it's appearing on the five
690780	697100	minute chart and that's what my son employed as his trade.
697100	700660	And then down in here, there was another trade and down in here, there was another trade
700660	702360	and then here's a trade.
702360	708360	So the key levels that I know, they're not just indiscriminate levels, they're levels
708360	715680	that are built on the logic and it's based on liquidity, not support and resistance.
715680	716800	It's liquidity.
716800	722840	The orders I know are going to be there based on the logic that the market's likely to do
722840	724040	what?
724040	729920	It's going to reach for that 3855 level only if we break below here and then we have a
