start	end	text
0	7280	All right, folks, welcome back.
7280	17680	This is our 21st episode of the 2022 free ICT YouTube mentorship.
17680	21760	A little tongue-twisted there.
21760	25800	So we're looking at the hourly chart on the dollar index.
25800	26800	Why are we here?
26800	28200	Why are we looking at this?
28360	32480	Well, I'm looking at this because I want to show you the relationships between a risk
32480	34320	on and risk off market.
34320	39040	If you've been following along in the comment section and if you haven't paid attention
39040	45720	or even noticed all my videos in this mentorship, the comment section is open.
45720	52160	Okay, so you're welcome to make your appreciation known.
52160	57920	You're welcome to prompt me with specific questions that you want to see me kind of
57920	66160	like touch on without making too much of a long-winded request for it.
66160	71320	I can kind of get a feel for what you're looking for and I'll work those ideas into the lessons
71320	76200	that we can hopefully get everybody's understanding on the same page.
76200	78200	I may not respond to your post.
78200	81880	I may not, you know, directly answer you.
81880	83560	Sometimes if it's short and easy, I'll do that.
83560	89120	But if it's a question I see a lot of across the other videos as well, I use the videos
89120	90240	to kind of like answer it.
90240	94120	So it's important for you to take notes because usually you'll find that the questions you
94120	98680	have are answered in the progression through this mentorship if you're coming here later
98680	99680	than 2022.
99680	105440	All right, so one of the questions I got, and I get this a lot for people that have
105440	111360	not been trained by me, the idea of using the dollar index, is it useful like when I
111360	115560	look at the Forex market, like if the dollar's going higher, obviously that's going to put
115560	121920	pressure on the foreign currencies and it'll be less likely for them to have sustained
121920	122920	rallies.
122920	125380	They're more likely to have sustained declines.
125380	128360	So dollar up, foreign currency down.
128360	130480	Dollar down, foreign currency up.
130480	135000	The reason why that's occurring is it's a risk on risk off scenario.
135000	140000	Dollar if it is going up as we have here, this is a risk off scenario.
140640	147600	Okay, risk off scenario implies that generally every other market or asset class will start
147600	155460	to decline and this is treated as like a flight to quality, okay, or a safe haven.
155460	160420	So money pours into the dollar and it pours out of risk assets.
160420	163280	That would be like foreign currency.
163280	166840	That's why I've been telling you to look at the Euro dollar to go lower and make a new
166840	175320	low on its daily chart and today it did it and now it's random and then also this applies
175320	180240	as well to the stock market and index market.
180240	187400	So obviously I'm kind of like pushing the index futures in this mentorship on YouTube
187400	191480	but it's applicable obviously, everything I'm teaching here is universal so it works
191480	192480	in everything.
192480	196200	Now I'm not co-signing crypto as a reminder, I do not trade cryptocurrency.
196560	200400	I have absolutely zero experience trading cryptocurrency outside of a demo account or
200400	201400	a paper trading account.
201400	206520	I've never done anything with it, I've never opened up a crypto account, I have no interest
206520	211160	in ever going into that asset class and there it is, okay.
211160	215200	I see a lot of you asking that in the comment section so I'm going to try to throw this
215200	219040	out there every now and then as a reminder because I don't do anything with an asset
219040	220040	class.
220040	223480	I have a lot of students that trade them and they swear by my concepts working there but
223560	228560	I personally don't do it, okay so there's that.
228560	235160	I am a forex and futures trader so that way you guys can know what my specialty is and
235160	241200	I want to show you this chart here and remind you of what I mentioned in the previous week
241200	243280	in our meetings together in the episodes.
243280	248560	I said that we would likely see the dollar index drop down if I was making the market
248560	249560	for the dollar.
249560	254720	I would see it go down to around 99.92 and you can go back and listen to the videos and
254720	258800	then obviously you'll see it, it's there and hear it.
258800	263160	Then I said I would run the relative equal highs and start to run it higher.
263160	270160	I gave you the objectives of relative equal highs and mentioned like 102, 103 and even
270160	275720	my private mentorship group knows there's objectives as well and we have it here, okay.
275720	280840	So I'll leave it up to you whether or not you find this inspiring or not knowing that
280840	284720	this was likely to occur for a London set up and then rally higher.
284720	290920	I want you to look at the relationship between this price move here and go back in the commentary
290920	296240	where I was referring to that daily bearish order block on the index feature, okay so
296240	303640	I was talking about the low of the daily order block, the open order block and the mean threshold
303680	307760	halfway and then the high of the order block being the less likely level to be traded to
307760	311440	and I'll talk about that when we get into the E-mini S&P portion of this episode but
311440	317280	for now let's take a look at what the relationship looks like with the dollar versus the E-mini
317280	318940	S&P.
