start	end	text
0	2500	All right, folks, welcome back.
2500	8000	Our continuing series on the 2022 free ICT mentorship
8000	8920	on YouTube.
8920	11300	We're looking at the A-mini S&P June contract
11300	12720	for 2022 daily chart.
12720	13220	All right.
13220	15540	So I'm going to teach you a little bit about intraday
15540	18020	profiles and daily range.
18020	23140	And we're going to be using this idea here.
23140	27460	So initially on Twitter, if you were
27460	31580	following me on that platform, I mentioned
31580	33420	how I was going to start the day looking
33420	37620	for a potential run to 40.70.
37620	40500	So 40.70 was my initial draw on liquidity
40500	42880	to see if it would want to reach down into that level.
42880	46420	If you look in this area here, that's my fair value gap.
46420	48740	You can see we traded down into it here.
48740	51140	Then today, one more time, we traded down into it,
51140	54660	left these relative equal lows in place,
54660	57060	and then started to move higher.
57060	60940	I took everybody's attention to previous day's high
60940	64460	and this high here.
64460	66900	And if this continues to go higher,
66900	69300	I mentioned this before.
69300	71140	I can't recall what video.
71140	72680	But I know I mentioned it in here.
72680	74140	This is where we could potentially
74140	78220	draw up to for an intermediate term target or objective.
78220	81020	But I'm not cosigning that just yet.
81020	84300	Right here and here is enough, OK?
84340	88780	So we're expecting higher prices after this shift
88780	91260	in intraday volatility.
91260	94180	So we'll look at that now going into lower timeframes.
94180	96380	All right, here's the hourly chart.
96380	100500	You can see how we did not take these relative equal lows out.
100500	102140	I wanted to see it go down there.
102140	105180	That's what I was looking for, to try to draw it into that.
105180	107260	It didn't do it.
107260	109220	It did not give a setup either based on the model
109220	110380	I'm teaching you.
110380	116540	So I used the intraday volatility and the framework
116540	121500	to kind of like teach it today a little bit more about bias,
121500	124380	how to change gears with your bias,
124380	126780	how to also manage your bias.
126780	128780	So initially, in the beginning of the morning,
128780	131420	I was looking for a potential run to 40.70.
131420	138620	It gave an opportunity to tape read, quote unquote,
138620	143740	paper trade, or even demo, using the draw liquidity.
143740	148580	But the model itself didn't materialize, OK?
148580	153100	So because I'm the author of these concepts,
153100	156180	I have a lot of tools at my disposal.
156180	159700	And I have a little bit better understanding of price delivery
159700	161780	than the average student of mine.
161780	165260	So if I go in and I show you something in this lecture
166020	168900	today, the main takeaways before I get into it is this.
168900	172980	What did I do, and how do I go about abandoning
172980	175460	a specific bias?
175460	178340	How do I change gears if it is applicable?
178340	181620	Sometimes it's not applicable to reverse.
181620	183100	It just means move to the sidelines
183100	186380	and just say, I'm not going to do anything.
186380	188540	And what are the characteristics that
188540	192700	would lead to a bias that is changed?
192700	196820	And how do you use that logic going forward?
196820	199460	And how to navigate the New York lunch hour?
199460	202620	So we're going to tackle those topics in this video.
202620	208860	So notice that we had this low here taken with this run.
208860	212140	Then this low was taken with this run.
212140	213980	And this low was taken with that run.
213980	215180	So notice what we were seeing.
215180	221220	We're seeing multiple lows get taken.
221300	227420	And then the market reverses while offering really
227420	231820	no high probability shorting opportunity.
231820	234820	The 40-70 level never got tagged.
234820	236140	Liquidity left in place.
239820	246740	Previous day's high, which is here, that high
246740	248580	was not traded to.
248580	254140	So we have a high of 41.68 and a quarter.
254140	256420	And then we have a fair value gap over here.
256420	259380	So you have two premium arrays that
259380	263140	may be a draw on liquidity that takes us up in there.
263140	266220	And it may be even run above these relative equal highs.
266220	266740	All right.
266740	267980	On the 15-minute time frame, you can
267980	272220	see how we just kept going lower than the previous lows.
272220	274780	And then finally, we had a run higher.
274780	277100	So we had a short-term shift in market structure
277100	279420	relative to the 15-minute time frame.
279420	281660	Remember, that's our bellwether chart.
281660	285500	So it runs higher, creates a fair value gap in here,
285500	288580	and trades down into it here.
288580	291180	One of the things I want to bring to your attention,
291180	294140	because a lot of you are familiar with a gentleman
294140	295580	by the name of Chris Laurie.
295580	297540	And he talks about liquidity voids,
297540	300420	where he teaches how the market wants to come back down
300420	303980	and fill all that area in.
303980	307060	As you probably noticed, I don't teach that.
307060	310020	I teach, obviously, there's times when that can occur.
310020	312940	But because I understand the algorithm,
312940	317260	that is not likely to occur most times.
317260	321460	So it's important to know where the market's reaching for.
321460	324700	And then look for these imbalances in price.
324700	326500	And then what makes it a fair value gap
326500	331340	is the fact that it's coming down into this area here
331340	335780	or inside this area here, or this area here,
335780	337660	or this area here.
337660	340620	So they're all fair value gaps.
340620	347100	It's a fair value to buy it if you're bullish, OK?
347100	352300	I'm not trying to insist that these imbalances completely
352300	353100	rebalance.
353100	355460	That's one of the main differentiations
355460	358740	between me and Chris Laurie.
358740	360100	Now, I'm not knocking Chris Laurie,
360100	362900	because I believe if you want to learn price action,
362900	367780	it's basic and goes beyond the average retail stuff,
367780	369780	then you can learn from him.
369780	372660	He's the only one I really give a nod to in technical analysis
372660	374460	and as far as education.
374460	376420	And I send people there all the time.
376420	378980	I don't have a relationship with him on a business level.
378980	380500	He doesn't give me any kickbacks.
380500	382100	I don't ask for anything.
382100	383980	I just think he's a genuinely nice guy, OK?
383980	386140	So there you go.
386140	388380	But there is a stark contrast between what he does
388380	390460	and what I do and how I teach.
390460	398780	So there's a degree of precision that
398780	401300	is given to you when you understand
401300	402580	the things I'm teaching you.
402580	405660	It goes beyond simply imbalance, rebalance.
405660	410300	While that is important, there are times when that is a factor.
410300	412860	But what I'm teaching you is where is the market
412860	414900	likely to go to, OK?
414900	417060	I'm not trying to teach you entry patterns
417060	421620	with an importance that getting in a specific price level
421620	422980	is the most important factor.
422980	425380	I'm teaching you how to determine where the market's
425380	426580	likely to go to next.
426580	429420	Where is that draw on liquidity?
429420	431860	Now, there's a lot of different ways
431860	436380	that that is calculated on an institutional level, OK,
436380	437900	and how it's determined.
437900	440420	It's not buying and selling pressure, OK?
440420	443180	But it is algorithmic.
443180	446140	So the easiest way for me to cut through all
446140	449220	of the very complicated things that could very
449220	450780	easily bog you down.
450780	453580	And you may feel like the things I'm teaching are complicated.
453580	457140	And I guess when you remove the idea of putting an indicator
457140	458900	that says you're overbought or oversold,
458900	464620	or a crossing over of two lines that gives you a buy or sell,
464620	470820	it's not, in my opinion, wisdom to exchange a decision,
470820	474420	especially if you ever decide to do this with real money.
474460	476980	It's not wise for you to determine
476980	480980	your bet, or your gamble, or your investment
480980	485020	on what an indicator is saying versus reading price action
485020	487820	and getting the logic behind what it's doing, OK?
487820	489220	And that's narrative.
489220	490060	What is narrative?
490060	494420	Narrative is the understanding of what price should do, why,
494420	496220	and what things will it encounter
496220	499860	to prove that the narrative that you are assuming is in place
499860	502020	is, in fact, underway.
502020	504300	Now, that's a mouthful, I'm sure.
504340	506220	Most of you probably didn't get much out of that,
506220	507340	but I'm going to break it down for you.
507340	509420	I was looking for $40.70 today to see
509420	512540	if it can get down outside the range of that daily fair value
512540	513900	gap.
513900	516100	And we failed to do so.
516100	518980	And then the market shifted higher.
518980	521860	Now, the whole time I'm looking at the market,
521860	524700	it's not giving me any kind of short.
524700	527340	I'm not comfortable taking any kind of short.
527340	529620	And all of a sudden, the market does this.
529620	531780	OK, no panic.
531780	534260	No, I'm missing a move.
534260	537420	No calling somebody else or reaching out
537420	539020	to somebody on a social media platform
539020	542500	and ask them, what do you think is happening?
542500	544340	I don't worry about anybody else's opinion.
544340	547020	You shouldn't worry about anybody else's opinion either.
547020	549500	You're going to learn how to trust yourself.
549500	551660	So we had created a fair value gap here
551660	552900	on the 15-minute time frame.
552900	555860	So right away, that is your area to watch and see
555860	557900	if price supports a run.
557900	560300	If it digs into that and starts to repel higher,
560300	561940	and we take out this short-term high,
561980	566580	that is enough to set up a stage for the afternoon trend.
566580	570860	That afternoon session move or setup or price swing,
570860	572380	that's what we're looking for now.
572380	574420	Because the market failed to go to an objective
574420	577380	we were looking for, it was respecting that daily fair value
577380	578180	gap.
578180	579020	And it rallied up.
579020	580380	And what fair value gap is that?
580380	582900	At the beginning of the video, I showed you on the daily chart.
582900	585660	Here, it took out that short-term high.
585660	589180	So now we have an absolute market structure shift,
589180	591140	bullish with this swing high.
591140	593100	And the market comes back down in here
593100	597780	and rebalances this fair value gap.
597780	600460	Now, I'm not looking at, and this
600460	604460	is one of the instances where resistance broken,
604460	608220	turns support, but it digs a little bit past that.
608220	610340	Notice that it goes down into my fair value gap,
610340	613380	not stopping dead in its tracks right at the high.
613380	614660	Notice that?
614660	617780	So I'm not looking at support and resistance.
617780	619340	I'm looking at the fact that we went
619340	621660	through this short-term high, created an imbalance,
621660	622580	and then we traded that into that.
622580	625740	And then when we get into this area here,
625740	628660	I'm interested in looking at intermarket relationships.
628660	632060	I want to study real accumulation and distribution.
632060	633020	How do I do that?
633020	633980	I've already told you.
633980	636540	We're going to go into a lower time frame, five-minute chart.
636540	639180	So here's the five-minute chart.
639180	641340	As you can see, the market did drop down.
641340	644060	It did a real quick sudden move after I tweeted,
644060	647060	saying that my initial interest was $40.70.
647060	648900	And it started drawing lower.
648940	653660	And then went one more time here at 10 after 9,
653660	655380	took out that short-term low there,
655380	658860	and then it started rallying higher at 9.30's opening.
658860	663060	And then we dig down into that 15-minute time frame
663060	664500	fair value gap.
664500	666900	So it doesn't look like a fair value gap in here.
666900	668180	Notice that?
668180	671060	But I want you to go back to your 15-minute chart.
671060	674020	This is where the work is required on your part.
674020	678460	In this price run from here to here on that 15-minute chart,
678500	682580	look at your chart and shade that in on the 15-minute time frame,
682580	684100	and then drop down into the five-minute,
684100	686700	and you'll see how it drops into that shaded area.
686700	688140	So we're working from a higher time frame,
688140	693020	15-minute bellwether chart into a five-minute chart.
693020	695300	This is running into that fair value gap.
695300	697580	Now, if you're just staying on one time frame,
697580	702220	or at least not carrying over higher time frame analysis
702220	705660	into your lower time frame, you're going to be trading blind.
705660	706780	You have no idea what you're looking for.
706780	707700	Now, I know what I'm looking for,
707700	709380	because I have multiple charts in front of me,
709380	712060	multiple monitors, and I'm panning around.
712060	714660	When I do my recordings, like I did this morning,
714660	717660	you can see that I actually executed the trade.
717660	718780	You can see where I got in.
718780	720500	You can see the actual executions.
720500	723380	You can see the little arrows that show where I got in.
723380	726180	I show the price, and you can see the partials along the way
726180	727780	and the whole business, okay?
727780	729500	So if you're not following me on Twitter,
729500	730660	you don't need to follow me.
730660	733980	I'm not asking you to follow me, but you can go to Twitter,
733980	737620	and you can see that that is, in fact, shown to you.
738540	741340	Short little vignettes, I call them stingers, okay?
741340	744860	I do small little segments of me actually trading
744860	746900	or I'll do analysis or commentary
746900	748340	without really saying anything,
748340	749980	and I'll play music behind it, because I'm having fun.
749980	750860	I'm enjoying myself.
750860	752980	Hopefully, you guys over here on Twitter are having fun with me.
752980	755220	If you're digging it and you're enjoying yourself
755220	759060	on my Twitter feed, give me a heads up in the comments below.
759060	761900	All right, so anyway, it digs down into that 15-minute time frame,
761900	765060	fair value gap here, and then rallies higher.
765060	768780	Then it starts to trail off and goes down
768780	770940	into this imbalance right here.
770940	772540	Now, in that little stinger video,
772540	774780	I draw this little area out with a rectangle,
774780	776580	and I do a small little box up here, okay?
776580	779980	And what that box is, is if it goes down into here
779980	782540	and starts to rally, I'm going to take half that position off
782540	785220	once it gets into this area here again, okay?
785220	786780	I don't need to go above this short-term high,
786780	789620	so that's what that little red rectangle represents
789620	792380	when you see me doing that stinger little vignette video
792380	793980	on my Twitter feed.
793980	796620	I'm drawing your attention here, so when we go from this level here,
796620	800660	if it starts to rally up, once it gets back up in that area again,
800660	802620	I'm going to take half the position off
802620	805580	and then see if it can run about that high.
805580	807700	Okay, so that's what I was drawing to.
807700	809780	I'm drawing reference to that so that way when I talk to you tonight,
809780	812140	because this is our Tuesday lecture,
812140	814580	I'm showing you now what it is that I was referring to
814580	815940	and why it was there.
815940	819620	Also, if you scrub back over here,
819620	825060	you'll see it's an old area of bicep liquidity here,
825060	828420	and it's a fair value gap over there too, okay?
828420	832740	So that little rectangle here is drawing special attention to me
832740	835380	reminding myself that over here, there's bicep liquidity
835380	838580	that is not showing in that video that I'm recording
838580	839940	and in that imbalance over here.
839940	845700	So when it runs back up into that, this old area of bicep liquidity,
845700	846940	this might be just a stop run,
846940	849300	and then they're going one more time passing into that level.
849300	851060	So I want to make sure I get half my position off
851060	853780	because I could be wrong, like I was wrong about 40.70,
853780	855420	didn't trade to it.
855420	863060	Well, here at 10.35, right there, 10.35, right there,
863060	867420	I tweeted, I said, note your previous day's high, okay?
867420	874540	Previous day's high is here.
874540	879700	So if we add the annotations back to the chart,
879700	885140	and we'll remember that 41.68, what price is that?
885140	887740	41.68 and a quarter.
887740	889940	So that's our high that we're likely to draw to.
889940	893180	That's what I was kind of drawing everyone's attention to.
893180	895900	And I'll now add the annotations back.
895900	898300	All right, so here is what I had in the recording.
898300	899940	I shaded this area in here.
899940	901420	It was like a shaded box.
901420	905540	I just drew these really prominent lines here
905540	907900	so that we can recall that to the pair of headgap
907900	911020	that I showed in that little vignette video.
911020	914460	And I want to talk a little bit about New York lunch, okay?
914460	916220	I gave you rules of engagement
916220	918740	when you're trading the afternoon session.
918740	921340	And primarily, what I gave you for the model
921340	923260	was a morning session idea.
923260	926100	But because of all the people asking and inquiring,
926100	928060	hey, can you teach us a little bit about the PM session
928060	930300	or the afternoon setup,
930300	932340	I started bringing in some things.
932340	934700	Now, if the market starts to go higher, okay?
934700	937740	In other words, if we've been in a bullish market structure
937740	939340	and order flow is bullish,
939340	942060	that means everything's going in one direction,
942060	944820	the market's obviously going higher on all timeframes,
945980	948340	then that's an easy trading scenario.
948340	951300	But we're inside that little trading range area
951300	954580	on the daily chart last few days or a week or so.
954580	956700	It's just been hanging around that smaller range.
956700	958820	So you have to know what you're doing
958820	960780	or you're going to get caught up.
960780	963500	So initially, I wanted that 40-70 level.
963500	965860	We failed to go outside this shaded area here.
965860	968060	That's that daily fair value gap.
968060	970500	So I've added it here for your notification.
970500	972500	Notice that these lows here, here,
972500	974180	this is lower than that one.
974180	975020	Why is that important?
975020	977820	Why am I drawing a distinction between those two?
977820	982260	Well, if you go and you add your NASDAQ chart overlay,
982260	985300	you'll see that this is a divergence.
985300	987620	So even the S&P was relatively stronger
987620	990140	than that of the NASDAQ.
990140	993340	NASDAQ made a lower low here, okay?
993340	995740	And I'll show you that before I close the lecture out.
995740	1000820	But for now, this is that five-minute chart
1000820	1004220	returning back into that 15-minute imbalance.
1004220	1006420	So that's there for your edification as well.
