start	end	text
0	7960	All right, folks, welcome back.
7960	14920	It's going to be a short little commentary on basically what I went with today, giving
14920	17200	commentary through Twitter.
17200	19440	You're welcome to go over to my Twitter feed and go through it.
19440	22840	It's a lot because I was going all day long with it.
22840	27680	And I was kind of walking people through their own charts to kind of get a better feel for
27680	33160	what to expect and where the real set up was going to be for today.
33160	37240	Before I get into all that, just know that everything that I said is time and date stamped
37240	42880	so that way there's no tomfoolery about it and only the diligent are going to want to
42880	44320	go through something like this.
44320	50440	And I put the readers on Twitter through the meat grinder today.
50440	56360	I literally took them through every minor fluctuation, explained why it should do this
56520	62080	and should do that, and ultimately setting up way before it happened, the three o'clock
62080	68200	to four o'clock short, outlined it in detail, gave the reasons why it should take place.
68200	69200	Everything's there.
69200	76240	And everything I'm going to say in short highlight here is obviously found in the tweets.
76240	82100	So we have an outside day here yesterday, big down close day.
82100	85280	An outside day is a day that's higher than the previous day and lower than the previous
85280	87020	day's low.
87020	91860	So here's previous day's high, it went higher, here's previous day's low, it went lower.
91860	97480	So all of this range is outside of the previous day's range and it closed down.
97480	102220	When this happens, there's typically this type of price action formation, but it's really
102220	109380	included with the odds in your favor if we're trading down to an old low but fall short
109380	110380	of it.
110560	118200	This is usually where that double bottom idea comes in and it feels safe to, if you're trading
118200	126000	like me, look for a run through that old low, but if they stop it short, it tends to be
126000	130600	a choppy day, especially if you have an outside day with down close.
130600	133000	So let's go into an hourly chart.
133000	140700	All right, so here's the price action for today.
140700	144940	We're going to look inside this little tiny little fractal right here.
144940	153980	And I can zoom in here, all right.
153980	156620	So we have old highs in here.
156620	162820	If you look at the high here, it comes in at 39.33.25, I mentioned that level today
163140	166460	I mentioned it a few times that we were going to trade up to that.
166460	173020	And I built the idea that looking at price studying in the way that I teach it, it would
173020	178420	be very easy to fall victim in this type of trading day, where it's choppy, it's listless
178420	183540	trading back and forth, and how to anticipate it, what to look for.
183540	188420	And I want to go into the five minute chart real quick.
189380	192180	Okay, and here's the five minute chart.
192180	195620	And I'm going to add some annotations here.
195620	202220	So here is the 39.33.25 level, that's why that level was mentioned in the tweets.
202220	208260	This is the low at 38.72.25, and the old low on the daily chart that did not get traded
208260	211260	through is at 38.55.
211260	216500	And notice we just fell short of reaching that at 38.56.
216580	221780	So we went one handle short of that, started trading higher.
221780	228380	And I mentioned how the market many times can present opportunities that look like it's
228380	233740	likely to form a setup, but it really doesn't really come to fruition.
233980	236980	And if you look at the range here.
253580	261180	Okay, I'm highlighting this sphere that you got right there, okay, how we traded up into
261620	266620	the market, started working lower, created a small little fair value gap in here, bumped
266620	271620	into that, traded lower, nothing really in here to work with in terms of the model.
271620	275620	So nothing here is a short, we were talking about all that this morning.
275620	282620	So as the market was trading around in this area, I mentioned how it was likely to be
282620	284620	a 50-50 probability.
284620	290620	That means it's likely to go higher just as well as it is likely to trade lower.
291060	293060	Okay, so what's the benefit in that?
