start	end	text
0	11920	Alright folks, welcome back, a little bit earlier broadcast today, I had some plans
11920	14440	this evening so I want to get it out of the way.
14440	21720	Alright, so we're looking at obviously a hindsight view of something I pointed to before it happened
21720	27720	so that way you guys got a chance to see what it was like for my private mentorship group.
27720	32000	When I say these things, it's almost like an invitation for some of you to email me
32000	37520	to ask to join in, you can't join in, okay, I'm teaching mentorship on YouTube, okay,
37520	43560	so that way you don't need to reach out to me, okay, it's, I'm teaching right here and
43560	46540	you didn't have to send me any credit card information, you didn't have to set up any
46540	51760	kind of PayPal account, there's nothing to worry about, you either watch it and enjoy
51760	55160	it and get something from it or you never come back and watch it anymore, okay, it's
55160	56160	very simple.
57080	60040	But I'm getting a lot of feedback from the comments and it's been very positive so I
60040	62720	thank you for that, it's very encouraging.
62720	70160	Alright, so we're looking at the e-mini NASDAQ futures contract for the March delivery.
70160	76320	If you remember, I was outlining this imbalance in here, okay, and I gave you the high of
76320	81560	this candle, the low of that candle, which it should be sitting right on that.
81560	89240	So with this imbalance, we traded down to a discount, back up to a premium, again, measure
89240	92760	the high to the low and I'll do that for you now because I know some of you are like, can
92760	93760	you just do it for me?
100760	107000	Alright, so here's 50% of the equilibrium inside this dealing range, high and low.
107000	115160	So we traded from these lows up into a premium, above 50%, below 50% is a discount, up here
115160	120320	we tried to rally up above this high, failed, broke back down below 50%, then created a
120320	128280	gap, okay, so it comes up back into a premium market above 50% and fills in the gap.
128280	134720	I mentioned how this type of retracement can lull traders into likely thinking it's going
134720	140640	to go higher, but we're thinking down here, okay, the liquidity resting below here is
140640	142680	what they're going to attack.
142680	147240	So all of this consolidation just sets up another selling opportunity to run down there
147240	151160	and again, you're welcome to go back and listen to the previous discussions and you'll hear
151160	153840	me basically say that we're going down here.
153840	161320	Alright, so it needs to rebalance this first and it spends three days in that range, notice
161920	168120	that, then it releases a downside, attacks the sell side here and trades into the sell
168120	170960	side liquidity resting below here.
170960	175040	So let's go into a lower time frame hourly chart and ferried out some more information
175040	176040	and details.
176040	180360	Alright, so here is the hourly chart and you can see that high end of the fair value gap
180360	187200	and the low end of the fair value gap, we traded up into that, sold off, consolidated,
187200	196120	sold off once more and you watched me share on the community tab my live trades from yesterday.
196120	202120	It was traded through TD Ameritrade, it was not a demo account, okay.
202120	209920	So I want to go into what I used, what I saw and then obviously I'll show you in the account
209920	212480	where the details were, okay.
212960	221160	Alright, so the market started trading, rallied up, took out a short-term high on Friday,
221160	228040	see that, then started to break down and then overnight I was watching this but I was hoping
228040	231600	that it didn't take out that low before the morning.
231600	236040	I wanted to see it trade up here, take that high out and then consolidate after running
236040	237040	below that short-term low.
237040	241560	I didn't want it to be in a hurry before the New York session in the morning because that
241640	246200	would have set up a nice short up here where I could have taken a run under this low and
246200	252640	then see if I can capture a re-entry which is the entry you'll actually see me do and
252640	255360	then the drop down in here.
255360	260040	Now on Monday it was a bank holiday and trading stops at 1 o'clock in the afternoon on holidays
260040	265640	generally and resumes around 6 o'clock in the afternoon in New York time and when we
265640	270640	stopped here we had already moved aggressively lower and stopped right there so I felt very
270680	275960	strongly that we were going to gap down below it and it gave us the beautiful gap lower
275960	282960	and run immediately but I was looking at the 13.590, 13.586 level real time and I couldn't
286600	292880	get to my screen fast enough to close it out there and I didn't want to put a limit order
292880	298160	in because if it gapped really far down below and started running really lower with a lot
298160	304160	of speed and such I didn't want to limit my profitable exit with having a limit order
304160	309360	in so I just left it open ended and I wanted to see how far I would reach down in there.
309360	316360	By the time I closed the trade it closed me at 13,612.25 so my entry was 13,858.25 the
316840	323840	exit was 13,612.25 that's not a little bit of ticks okay 240 some plus handles so you
324840	329840	take that 240 some times that by four there's your tick value for those that like to keep
329840	336840	counting that. I'm going to drop down into a 15 minute time frame alright so we had that
340840	347840	run on Friday's high here started the breakdown and as you can see we had a little bit of
353960	360960	at 10.30 in the morning 10.33 was the actual fill so it's right in that candle right in
362000	368720	here I'm trading in that candle going short so we're going to go into the details and
368720	374840	look at why that was the case and again you'll see the live account login and the business
374840	380680	okay so just hold on to your horses if that's the attitude you have right now oh you in
380680	387680	the hindsight so we're going to go into a five minute chart start going down into the
391440	398440	details here this is a little bit taller so that way you can appreciate the imbalances
401320	408320	that are being shown alright so we had this rally up which in my mind was acting like
408920	415680	a judas swing in the morning okay so here's 8.30 it starts to run higher so I want to
415680	422680	be in going short at this candle's opening and you can see that well maybe you can't
423120	430120	see it the opening price over here okay here is 8.30's candle right there the opening
431120	438120	at 13.798.5 so I want to be preferably going short something above that price okay so I'm
440480	447000	anticipating further weakness and before I get any further in this one I got several
447000	454000	people probably about half a dozen or so mentioning their confusion with why I mentioned the opening
455000	460560	price at New York at midnight and then the opening price at 8.30 in the morning there's
460560	465980	two reference points being specifically dealt with there if you're looking at the entire
465980	470040	daily range you're going to use the opening price at midnight but if you're going to be
470040	474000	looking at the morning session you're going to be looking at the 8.30 in the morning opening
474000	478880	price okay so hopefully that's made a distinction there don't worry I have a market structured
478880	483680	lesson coming up on Thursday that will further solidify and remove all doubts and concerns
483680	488720	about that okay but for now let's just go through this one so 8.30 in the morning the
488720	492960	opening price I'm bearish I'm thinking we're going to go down below that green level there
492960	499960	that's the old daily low so on this candle here at 8.30 I'm expecting all this being
501120	507400	a fake rally it's something to lull in traders to chase it going higher the retracement people
507400	510280	that don't really understand order blocks they're going to say look at that it's a down
510280	514360	close candle I'm going to buy that and then when it starts to go up like that they feel
514360	518520	wow this is really easy every down close candle after a run up is a bull shoulder block it's
518520	525520	not in here is the real context okay we have an imbalance there and that's what I'm looking
525760	532760	at I'm looking at this imbalance right there so I'm trying to operate inside that range
532760	539760	for a short now I know because of the volatility it can color outside the lines and it's okay
544200	549200	the bodies of the candles are kind of supporting the idea of what I'm looking for but the wicks
549200	554200	I could care less about because I want to get in when it's ideal and I'm going to show
554200	558480	you what that looks like for me at the time so we're going to drop down into a four minute
559480	566480	chart okay so here is that imbalance and fair value gap on the five minute chart but now
568720	573720	it's a little skewed because it takes up two candles to show that range market trades up
573720	580720	and right in that candle that one right there is that's where I'm going short I got in at
580720	587720	1033 okay that was my short dropping down into a three minute chart okay the market
597040	604040	trades up works inside that imbalance and right there 1033 that candle when it's starting
604200	609360	to bump up against the top end of that fair value gap right there as it hits that and
609360	614480	starts to move away I'm in there I'm going short right there the reason why I'm trusting
614480	621240	that and not thinking it's going to go higher is because we have this high here okay and
621240	628240	then we have this high here which highs higher this one or that one obviously this one now
628680	634200	this candles high watch what happens from this high we have a short term swing high
634320	641320	next to it here and then we have one here so this one makes a intermediate term high
642360	647360	so we have a long term intraday on a three minute chart which sounds like an oxymoron
647360	654360	but long term high intermediate term high because this high is lower than that one but we have
655840	662840	a swing high here and here that are lower both being lower than this one then we have
663000	670000	the same context right here we have a high with a lower high on either side of it so
670920	676920	I have market structure behind me showing that this is number one it's a bearish market
676920	680240	because my draw on liquidity is down here it hasn't traded down there yet okay so it's
680240	684560	going to act like a big magnet so all these fluctuations in here without understanding
684560	690000	what I'm showing you it's going to feel like it's just noise it's chop it's not it's actually
690000	694520	telling you exactly what it's going to do so the swing high here is an intermediate
694520	699180	term swing high so I want to be going short real close to this high because it's likely
699180	706180	to break like it does here so at ten thirty three when it hits the upper end of that fair
706840	713840	value gap I have it now at this moment go back one candle we have this high higher high
714040	718060	in the lower high so we have a high with a lower high on either side of it that's a swing
718060	725060	high that is lower than this one that is lower than that one so it's far more than
727660	734660	just oh he's just looking at lower lows lower highs that's what a myopic individual would
735140	738220	come and watch this so like when they see me put a rectangle on the chart they're saying
738220	743560	oh it's supplying demand it's not there's so many more factors involved that it's just
743800	750800	not even in the same vicinity so sparing all that compare and contrast because I've done
751320	756920	a lot of that already on the videos on this YouTube channel the elements of intermediate
756920	763920	term short term highs I learned that from Larry Williams okay that mode of deciphering
765920	772920	market structure he taught that in a video course that I bought back in the early nineties
773240	778680	and it was a video course I mentioned many times in this YouTube channel the future millionaires
778680	784840	confidential trading course something to that effect it was four VHS tapes and when he
784840	789720	talked about market structure it kind of went over my head the first few times listening
789720	794600	to it like I didn't really understand what he was showing until I started literally going
794600	798740	into the charts and saying okay here's a swing high and this is how you learn it okay because
798740	804220	trust me watching this video or watching someone else parrot what I say and then say
804220	808460	wow he did it in five minutes he's teaching it better that's not it's not jealousy me
808460	812720	saying that I'm telling you you have no idea what you're doing you're not even teaching
812720	815740	it correctly and those that believe that are learning it correctly are going out there
815740	822740	and are wrecking themselves what you're looking at is a price chart with a directional bias
823660	828860	okay something that's leading to a draw on liquidity so I've already told you last week
828860	833780	that we were going to go below that green line that's where we were heading so what
833780	839220	you're doing is you're looking at all the swing highs and every time you see a swing
839220	843780	high and a swing high is simply a high that has a lower high candle to the left of it
843780	847220	and a lower high candle to the right of it and then one in the middle that's your swing
847460	853060	high note that okay in the old days when we printed out our charts and such and we had
853060	857380	chart books delivered to us we would get them once a week they would give us the Fridays
857380	863340	closing data and all the daily candles and then until we got our new updated chart book
863340	868460	we had to hand draw in the open high low and close on the charts on the markets that we
868460	874700	were following so whenever we saw a swing high or swing low we would just put a little
874700	879980	ring above it a little circle okay like a little halo and that would be a short-term
879980	887820	high now I would do a double circle or double halo for an intermediate term high and then
887820	894260	three halos for a long-term swing high so that way when I'm looking at price it allows
894260	903260	me to classify the level of high that is forming so it's not just lower low lower
903260	908940	high no you got to look at the nesting effect of the highs and lows and again that concept
908940	914180	I learned from Larry Williams in the early 90s he talks a little bit about it in his
914180	918620	book how I made a million dollar trading commodities last year which I believe is absolutely still
918620	922300	essential reading even though there's a lot of things in that book I think is just fluff
922300	927980	and just like all the moon phases and things I'm not into all that stuff but his chapters
927980	936260	on market structure and his million dollar trading concepts those ideas in that premise
936260	942020	behind it they are still true today and they probably will always be true so if you don't
942020	946660	have that book my recommendation is to get it go and get it where we can I'm not going
946660	951180	to put any kind of affiliate links up so that way you can't think I'm making any money by
951180	955020	showing his his books I just think it's a really good book and at least once a year
955020	960500	I go through and read it just for nostalgia reasons but I've got it pretty much remembered
960500	968860	verbatim but by looking at that relationship of the highs I trusted this because we had
968860	973180	a swing high here already in effect and I know this camel here is not likely to go above
973180	976220	this one because this one didn't go above that one and this one didn't go above that
976220	984100	one not because it's lower lows and lower highs there's much more going on underneath
984420	992260	the surface than just lower lows and lower highs that's just it's cringy when you hear
992260	995500	people talk like that and they try to reduce it down to something like that or it's a support
995500	1000860	resistance idea it's just by the floor and sell the ceiling okay or why doesn't ICT look
1000860	1005100	at this trade over here in this tree because those trades are being referred to in hindsight
1005100	1009980	by those people that talk like that I'm literally taking live trades I'm taking them I'm executing
1009980	1015060	on them and I know why I'm doing it I'm not guessing I'm not trying to figure out or deciphering
1015060	1020180	what it is after I get in trade I know what I'm looking for and I know why I'm waiting for it
1020180	1027860	that is something that you learn by developing patience and trusting a model the only way you
1027860	1034140	trust it is to go through back testing look at all these price action moves and start classifying
1034140	1039140	the swing highs and swing lows I will amplify what I just talked about here on Thursday's lesson
1039500	1042660	because Thursday's lesson is going to be on market structure okay I'm going to teach a lot
1042660	1045700	of people out there to think they know market structure they don't really know that much at
1045700	1053100	all actually but if this is the candle I'm trying to get in it and I execute on with all
1053100	1061100	the understand this outline there I want to see displacement we get it here now if I didn't take
1061100	1068380	this trade here I could trade with the return back to this right here why why is that possible
1068380	1080340	we have a swing high it's broken to the upside this low is taken out here this candle is high
1080340	1088660	here if it touches that again I can be short there just using the imbalance in the fair value
1088660	1095380	gap entry technique I'm teaching you so I can go there and get short or I want to get up here as
1095380	1103020	close as I can to that important high that I've already outlined here so I want to be in that and
1103020	1108780	wait for that initial move because then when this occurs when you're that high up in the
1108780	1121580	well the session high so at 830 right there this run up I'm real close to this high by
1122220	1130780	notice that I'm not waiting for a breakout below that low so I'm getting up in there where it's
1130780	1140740	an optimal entry I don't need to get the highest high you don't need to get the highest high but
1140740	1145260	you need to understand why it should be trading away from the levels you're trying to enter at
1145260	1149500	and that's kind of like what I'm showing you here I'm hinting at a deeper lesson I'll give
1149500	1155460	you on Thursday but the displacement comes which is what I was waiting for and it gives
1155460	1159660	you a confirmation when this occurs it's just almost like okay just sit back and just relax
1159660	1165620	and just let it do its thing now Monday again was a holiday so I knew I had abbreviated session
1165620	1175380	hours I was going to close at one o'clock so that's right in here and then the next candle
1175380	1181380	obviously would be one o'clock and it's not trading so I closed but it closed here I had
1181380	1186740	up one o'clock and then the holiday session closing at 1 p.m. in New York local time and
1186740	1192700	the low that green level here remember go back to the daily chart at the beginning of the video
1192700	1198780	and what we were referring to last week the liquidity the sell stops below this green line
1198780	1206780	that's where it was going to attack okay and it came in and did so it opened up six o'clock
1206780	1215020	in New York time opened up and slammed down accelerating lower that is the move that you
1215020	1221900	want to see being short up here and covering down below here once it does that and it runs
1221900	1228740	into low deep that's it take your profits and move to the sidelines and then wait because you
1228740	1234500	have a big gap here it's likely to come back and rebalance that and fill it in and it does
1234500	1245740	and then ultimately trades around that old low and eventually pumps up into the afternoon
1245740	1262180	consolidates then goes into the early morning afternoon hours right there and I showed how
1262180	1268100	this set up because after a big move you don't want to trade in the morning session just don't
1268100	1274380	do it and I purposely go into a demo account to appease that desire to want to trade so I don't
1274540	1284220	burn the account I don't take the heat off of a nice win and replace it or dampen it by taking a
1284220	1293220	losing trade in my history in the last 30 years I've been fortunate enough to know how I have
1293220	1297940	hurt myself those things are the things that I like to mentor with but those are also the lessons
1297940	1301780	that everybody complains about until they lose money and then they come back to me and they're
1301780	1307260	like I wish I would have listened so I get it you know everybody has their own interpretation
1307260	1311620	what they should be doing how they should be learning it but you know I've lived it you're
1311620	1317780	just now you're learning about it so when I have a nice winning day as you'll see it was a nice
1317780	1326740	little win I'm not in a hurry to go back in and then you have these days here where it can trip
1326740	1330940	you up you don't know what's going on you don't know what's likely to occur so I went in and I
1331180	1336620	traded and used again quote-unquote discount broker leverage to compare and contrast those
1336620	1343100	fellows out there that like to work in their market replay and paper trade their stuff with
1343100	1347620	Ninja trader and then you know compare and contrast you know what I'm doing with trading
1347620	1355580	view so it kind of like scratches an itch and it keeps me out of trouble with a live account
1355580	1363980	because if you catch a good lick in the marketplace and you had winning trades or you caught a really
1363980	1370620	nice winning trade that you had to wait for the setup to pan out when that occurs if you're new
1370620	1375820	you have an impulsive tendency to want to go back in immediately and get that dopamine hit again
1375820	1383380	like I did something right you know I made money when I was a younger man I did that and I had some
1383380	1390460	really nice run-ups in the account and then boom I get a really big winning trade all of a sudden I
1390460	1396460	feel like it wasn't enough because I was solo nobody around me was supporting me I had no support
1396460	1401700	structure around me none I didn't have a nice saying hey what you do is awesome you know you
1401700	1408980	don't need to worry about anymore so it was just me saying I had to do more so one of the mental
1408980	1415620	hurdles you're gonna have to contend with is knowing when enough is enough and when you've
1415620	1422300	made money real money in a live account you just won't want to rush to get back in there again you
1422300	1427140	get folks out there that sit on social media say you know you got to push your edge no you don't
1427140	1433460	want to push your edge because if you keep pushing your edge you're gonna dull it you sharpen it by
1433460	1440380	knowing when to get in and when to get out and you don't dull your edge okay so when I hear people
1440380	1443980	talk like that I already know they're not profitable I know they're not profitable because
1443980	1448540	they're gamblers and they want to sound like they're doing something all the time and they're not and
1448540	1459500	if they are they're doing it probably unprofitably so this morning after 930 again what's the bias
1459540	1466100	bearish that has not changed even though we had this run up it hasn't changed so at 930
1466100	1473140	equities open after consolidation it runs up creates a high and then runs up again takes out
1473140	1480060	the high that right there is your run on stops wait to see if it wants to break down it does
1480060	1488020	so we're gonna look at that and refer back to the video I just put a little short video up this
1488020	1492500	morning and outlined the whole business here I don't want to do it here because this is rehashing
1492500	1499340	what I already showed in a very short one minute or so video but ultimately right in here we have
1499340	1505460	a nice little selling opportunity and you can attack the fair value gap in here between the low
1505460	1510900	and the high right there it would be and if you want to trade with the longer term bias you can
1510900	1516180	attack this sell side liquidity resting below here and here because they're relative equal loads and
1516580	1522740	then you would have got a nice fill there as well so I teach in a manner that allows my students
1522740	1527460	to pick number one the style of trader they want to be they want to be a day trader they want to
1527460	1532060	be a scalper they want to be intraday swing trader if they want to be a short-term trader
1532060	1538420	where you're holding over to you know overnight or if you want to be a daily chart swing trader
1538420	1543780	or four-hour chart swing trader we are holding you for a week or more or if you want to do a
1543780	1549300	position trader which to me is I don't have I don't have that mentality to do that I have too
1549300	1554500	many things that show up on a chart that make me change my mind all the time so I have a lot more
1554500	1560180	opportunities because I think short-term and I excel in short-term it that does not mean that
1560900	1565060	that is not a profitable way of trading when it's position trading it says I don't match that
1565060	1571860	personality wise so I like to excel where I'm strongest and it's in intraday trading and I can
1572340	1578420	run the account pretty quick with velocity I can get in get short-term moves in this parlay them
1578420	1582660	up real quick which is kind of like what I was demonstrating you know facetiously this morning
1582660	1589940	with the women in video filming my news at the quant so we're looking at the likelihood of
1589940	1594660	potentially going back down below that level again if it does it'll probably start to accelerate
1594660	1603540	I like 13,300 if we get you know in a roll going lower I like that one maybe even if we get really
1603540	1611140	excited you can trade down into 12,000 okay 12,000 850 12,000 875 in that area so just something to
1611140	1616100	think about I'm not suggesting you should take a trade in it or not but just thinking out loud
1616100	1620020	this lesson obviously it was a little bit fast and loose and then we'll be a lot more structured
1620020	1624020	on the market structured lesson on Thursday hopefully you found this one insightful and
1624020	1627540	I'm going to show you again this was a trade actually took with a live account
1629300	1632900	all right so I'm going to log into my TD Ameritrade account
1635060	1642180	and I'll show you a result of a trade I took yesterday I have not taken any live trades today
1642180	1656740	again this is just to show real executions are being done I like to teach with the demo
1657780	1662180	but just the answer to folks they're just really hardline critics or just want to know
1662820	1669540	can I push the button push the button I see you all right so here is the business
1670500	1678180	for the last six days trading and again this account is just to show what I believe a student
1678180	1682820	could do now right away look at this right here that's this is not a losing trade it looks like
1682820	1687140	negative twenty seven hundred dollars and fifty five twenty seven fifty five what that is is an
1687140	1692980	adjustment by the broker because at the time of settlement when I closed the trade it showed that
1692980	1697380	I was up four thousand nine hundred twenty dollars and then because of their accounting
1697380	1701780	they were just showing that they were reflecting a gain of seven thousand six hundred seventy five
1701780	1706980	dollars which is not a actual realized result for me it was them doing their administrative side
1707540	1712500	it's a broker thing trust me I cannot do anything to make that happen it's not me doing some funny
1712500	1716660	money business okay anybody that trades with live funds they've probably seen this happen in their
1716660	1722500	own account so over here you can see the execution just today at a scratch where I got in a little
1722500	1726980	too early I was a little ambitious and then the second one I wasn't sure if it was going to go
1726980	1732500	higher or lower and just to appease my curiosity I threw a short end just to see what we get
1733860	1739140	snapped against me a little bit not not much but still enough to get my attention and I knew what
1739140	1742900	I was looking for so there's the short I just outlined in the previous portion of this video
1743540	1748420	wrote all that down held for the gap opening after reopen at six o'clock and there is the
1748420	1754820	close of the trade right there nice little dandy four thousand nine hundred twenty dollars fixes the
1756020	1762420	little pinch I took on the one trade earlier in the day and the one scratch was nothing it was
1762420	1768820	covering costs okay and again there's the business there that's the entry and that's the exit and
1768820	1772420	there's no commission costs on the one above that so you can see that it was not a trade
1772420	1777620	hope you found this insightful until talk to you on Thursday be safe
