start	end	text
0	12880	Alright folks, welcome back to this showing off stuff.
12880	22360	Alright, so today we went through the process of watching and analyzing the opening price
22360	31560	on ES and I mentioned on Twitter that I was interested in this old high back here.
31560	37680	That's largely linked to the fact that we had a gap when the session started again last
37680	40200	night in my local time about 6 o'clock.
40200	50720	We gapped down and then it just drifted lower, had a small little rally in here, SMT divergence.
50720	58480	I'll show you that in a moment, but in here we have market creating relative equal highs.
58480	59480	It broke down.
59480	64600	I gave you the fair value gap live this morning on the live stream, walk you through the whole
64600	78920	business of running out the sell side and the opening gap on Sunday which is over here.
78920	85920	So I don't have that on my chart so let me just drop that on real quick.
85920	94760	If you don't mind me working as I go, I don't want to be doing any more edits than I need
94760	100360	to and I don't think you mind me doing it in front of you so we can see what I'm showing you.
100440	109720	Alright so the market trades down below the sell side here and into the Sunday gap opening.
109720	120320	We traded through it all the way down to another fair value gap.
120320	128080	Hits that there, comes back up, runs back up into the opening range, drops once more
128080	135000	into an order block, rallies, takes a short term high, retraces back down into another
135000	136000	order block.
136000	140240	Let me stretch this out a little bit so you can see a little bit better.
140240	146960	It's not as cluttered as it is now.
146960	152160	And we worked off this order block, this order block which you'll see when you get into the
152160	153160	five minute chart.
153160	159040	It's a little bit cleaner here and here and rallying up into the levels I was mentioning
159040	161280	on Twitter this morning.
161280	170640	So I'm going to drop into a five minute chart.
170640	175280	Okay and there's the fair value gap I gave you live.
175280	176280	Beautiful delivery.
176280	178960	Look at the low on this candle right here.
179920	187880	Right up here, look at this value right here, 39.26 and three quarters.
187880	190720	This candle trades right back up to what value?
190720	193920	The high now on this candle, 39.26 and three quarters.
193920	196880	Folks that is absolutely perfect.
196880	198680	That's perfect price delivery.
198680	199680	Okay.
199680	205080	I know I'm kind of known for the Forex market showing things like that to the people, that
205080	206880	type of stuff.
207200	212240	It originated really with index futures, bonds and index futures.
212240	216200	So in the 90s I was utilizing these same tools.
216200	221240	I know it seems like it just came out of nowhere recently because I've talked about it but
221240	230200	these things have been under my control, my ownership if you will, for about three decades.
230200	239960	So it's nice to be able to share them obviously with all of you and it's very, well I guess
239960	249880	the word is fulfilling to show it to you, to walk you through it live so you can see
249880	252400	what it is, what it looks like.
252400	258360	And yes, I have a lot of people asking me, why don't I give trade signals?
258360	260160	Can I run a trade signal room?
260160	261880	Please, I will pay you.
