trade_id,symbol,combo,direction,signal_bar,signal_close,atr_at_signal,entry_bar,entry_price,shares,stop_loss,risk_amount,equity_at_entry,exit_bar,exit_price,exit_reason,gross_pnl,commission,net_pnl,net_pnl_pct,won,period
1,NVDA,A,SHORT,2024-04-19 15:30:00-04:00,832.419993678505,7.005565050074616,2024-04-19 15:45:00-04:00,832.0037836816657,1.5024,839.0093,50.0,4999.0,2024-04-19 15:45:00-04:00,830.8008,EOD,1.8073,1.0,0.8073,0.000161,True,all
2,NVDA,A,SHORT,2024-04-23 11:15:00-04:00,802.0921610527788,6.710945190837347,2024-04-23 11:30:00-04:00,801.6911149722524,1.5591,808.4021,50.0,4998.81,2024-04-23 11:30:00-04:00,808.8063,SL,-11.0935,1.0,-12.0935,-0.002419,False,all
3,NVDA,A,LONG,2024-05-27 09:45:00-04:00,874.8476337898816,6.6157822099472225,2024-05-27 10:00:00-04:00,875.2850576067765,1.4243,868.6693,49.87,4985.71,2024-05-27 10:00:00-04:00,868.2349,SL,-10.0416,1.0,-11.0416,-0.002215,False,all
4,NVDA,A,LONG,2024-05-30 11:30:00-04:00,930.4137896027659,6.667319463379406,2024-05-30 11:45:00-04:00,930.8789964975672,1.336,924.2117,49.75,4973.67,2024-05-30 13:30:00-04:00,949.0218,TP,24.2391,1.0,23.2391,0.004672,True,all
5,NVDA,A,LONG,2024-06-12 14:00:00-04:00,1048.5514387152446,8.486818345323504,2024-06-12 14:15:00-04:00,1049.075714434602,1.1908,1040.5889,49.97,4995.91,2024-06-12 15:45:00-04:00,1061.5346,EOD,14.8359,1.0,13.8359,0.002769,True,all
6,NVDA,A,LONG,2024-06-14 14:45:00-04:00,1058.4991168082925,8.203188946749403,2024-06-14 15:00:00-04:00,1059.0283663666964,1.1826,1050.8252,50.1,5008.75,2024-06-14 15:00:00-04:00,1050.2998,SL,-10.3227,1.0,-11.3227,-0.002261,False,all
7,NVDA,A,SHORT,2024-06-21 10:00:00-04:00,998.8995066384398,7.1751648976239055,2024-06-21 10:15:00-04:00,998.4000568851206,1.2514,1005.5752,49.97,4996.42,2024-06-21 11:15:00-04:00,1006.078,SL,-9.6079,1.0,-10.6079,-0.002123,False,all
8,NVDA,A,LONG,2024-07-05 13:45:00-04:00,1318.4763693256045,10.203190854663546,2024-07-05 14:00:00-04:00,1319.1356075102672,0.9449,1308.9324,49.86,4984.82,2024-07-05 14:30:00-04:00,1308.278,SL,-10.2594,1.0,-11.2594,-0.002259,False,all
9,NVDA,A,LONG,2024-07-08 15:15:00-04:00,1349.3673451640577,10.29945286830954,2024-07-08 15:30:00-04:00,1350.0420288366397,0.921,1339.7426,49.74,4972.56,2024-07-08 15:45:00-04:00,1354.4288,EOD,4.0402,1.0,3.0402,0.000611,True,all
10,NVDA,A,LONG,2024-07-09 14:45:00-04:00,1407.9950872162105,10.778789258383286,2024-07-09 15:00:00-04:00,1408.6990847598186,0.883,1397.9203,49.76,4974.6,2024-07-09 15:00:00-04:00,1397.2213,SL,-10.135,1.0,-11.135,-0.002238,False,all
11,NVDA,A,SHORT,2024-08-05 15:15:00-04:00,1329.882734388226,8.83718493306684,2024-08-05 15:30:00-04:00,1329.217793021032,0.9335,1338.055,49.63,4962.46,2024-08-05 15:45:00-04:00,1338.724,SL,-8.8743,1.0,-9.8743,-0.00199,False,all
12,NVDA,A,LONG,2024-08-09 13:15:00-04:00,1400.6784090706426,12.909866419336094,2024-08-09 13:30:00-04:00,1401.378748275178,0.8835,1388.4689,49.53,4951.59,2024-08-09 15:15:00-04:00,1387.7746,SL,-12.0195,1.0,-13.0195,-0.002629,False,all
13,NVDA,A,SHORT,2024-08-19 14:45:00-04:00,1164.7151631909571,8.319755275505207,2024-08-19 15:00:00-04:00,1164.1328056093616,1.0606,1172.4526,49.39,4937.57,2024-08-19 15:00:00-04:00,1173.0388,SL,-9.4454,1.0,-10.4454,-0.002115,False,all
14,NVDA,A,SHORT,2024-08-23 11:00:00-04:00,1173.0040804187313,8.570875619249362,2024-08-23 11:15:00-04:00,1172.417578378522,1.0506,1180.9885,49.27,4926.12,2024-08-23 13:00:00-04:00,1174.0013,TIME,-1.6639,1.0,-2.6639,-0.000541,False,all
15,NVDA,A,LONG,2024-09-02 15:15:00-04:00,1232.3594480299673,8.94686349751351,2024-09-02 15:30:00-04:00,1232.9756277539823,0.9983,1224.0288,49.23,4922.46,2024-09-02 15:45:00-04:00,1239.5733,EOD,6.5864,1.0,5.5864,0.001135,True,all
16,NVDA,A,LONG,2024-09-04 13:00:00-04:00,1235.1326664759404,8.208455032138003,2024-09-04 13:15:00-04:00,1235.7502328091782,0.997,1227.5418,49.28,4927.05,2024-09-04 15:00:00-04:00,1237.9249,TIME,2.1681,1.0,1.1681,0.000237,True,all
17,NVDA,A,SHORT,2024-09-27 12:00:00-04:00,1046.949762556447,7.355901072328465,2024-09-27 12:15:00-04:00,1046.4262876751689,1.1774,1053.7822,49.28,4927.21,2024-09-27 12:45:00-04:00,1054.3091,SL,-9.2811,1.0,-10.2811,-0.002087,False,all
18,NVDA,A,LONG,2024-11-19 10:15:00-05:00,1068.2693759798858,7.5885465043660645,2024-11-19 10:30:00-05:00,1068.8035106678758,1.1501,1061.215,49.17,4915.93,2024-11-19 12:15:00-05:00,1089.0492,TIME,23.2846,1.0,22.2846,0.004533,True,all
19,NVDA,A,LONG,2024-11-20 14:00:00-05:00,1127.0503976369491,8.241670732529888,2024-11-20 14:15:00-05:00,1127.6139228357677,1.0948,1119.3723,49.38,4937.22,2024-11-20 15:00:00-05:00,1149.5911,TP,24.0615,1.0,23.0615,0.004671,True,all
20,NVDA,A,LONG,2024-11-22 12:30:00-05:00,1155.822284192048,8.126128726169517,2024-11-22 12:45:00-05:00,1156.400195334144,1.0724,1148.2741,49.6,4959.28,2024-11-22 13:00:00-05:00,1147.6999,SL,-9.3298,1.0,-10.3298,-0.002083,False,all
21,NVDA,A,LONG,2024-11-29 13:30:00-05:00,1153.305006030302,8.696252603865423,2024-11-29 13:45:00-05:00,1153.881658533317,1.0722,1145.1854,49.49,4947.95,2024-11-29 14:30:00-05:00,1144.6128,SL,-9.9384,1.0,-10.9384,-0.002211,False,all
22,NVDA,A,LONG,2024-12-18 12:15:00-05:00,1326.759014821436,10.859984654372099,2024-12-18 12:30:00-05:00,1327.4223943288466,0.9298,1316.5624,49.37,4936.01,2024-12-18 14:00:00-05:00,1315.9041,SL,-10.7098,1.0,-11.7098,-0.002372,False,all
23,NVDA,A,LONG,2024-12-19 13:45:00-05:00,1352.5018204265766,10.661718961601263,2024-12-19 14:00:00-05:00,1353.1780713367898,0.9098,1342.5164,49.24,4923.3,2024-12-19 15:30:00-05:00,1379.5515,TP,23.9937,1.0,22.9937,0.00467,True,all
24,NVDA,A,LONG,2024-12-24 14:15:00-05:00,1589.991076592727,11.173992180354148,2024-12-24 14:30:00-05:00,1590.7860721310233,0.7773,1579.6121,49.46,4945.29,2024-12-24 15:45:00-05:00,1607.3623,EOD,12.8853,1.0,11.8853,0.002403,True,all
25,NVDA,A,LONG,2025-01-02 15:30:00-05:00,1646.2255541844577,13.691918012812051,2025-01-02 15:45:00-05:00,1647.0486669615498,0.7524,1633.3567,49.57,4956.18,2025-01-02 15:45:00-05:00,1650.0481,EOD,2.2569,1.0,1.2569,0.000254,True,all
26,NVDA,A,LONG,2025-01-06 11:15:00-05:00,1724.7647993981973,13.631347946443062,2025-01-06 11:30:00-05:00,1725.6271817978964,0.7182,1711.9958,49.57,4956.44,2025-01-06 12:30:00-05:00,1759.2597,TP,24.1551,1.0,23.1551,0.004672,True,all
27,NVDA,A,LONG,2025-01-08 12:45:00-05:00,1803.8719704919272,14.600547688749447,2025-01-08 13:00:00-05:00,1804.773906477173,0.6898,1790.1734,49.8,4978.59,2025-01-08 14:45:00-05:00,1789.2783,SL,-10.6886,1.0,-11.6886,-0.002348,False,all
28,NVDA,A,LONG,2025-01-09 11:00:00-05:00,1819.9721326506983,13.444337676105805,2025-01-09 11:15:00-05:00,1820.8821187170236,0.6819,1807.4378,49.67,4965.9,2025-01-09 11:30:00-05:00,1806.5341,SL,-9.7845,1.0,-10.7845,-0.002172,False,all
29,NVDA,A,LONG,2025-01-27 11:30:00-05:00,1860.9078524754564,13.289625503030368,2025-01-27 11:45:00-05:00,1861.838306401694,0.6654,1848.5487,49.55,4954.12,2025-01-27 12:00:00-05:00,1847.6244,SL,-9.4573,1.0,-10.4573,-0.002111,False,all
30,NVDA,A,LONG,2025-01-27 12:45:00-05:00,1867.013194179724,13.701022065283098,2025-01-27 13:00:00-05:00,1867.9467007768137,0.6616,1854.2457,49.44,4942.66,2025-01-27 14:45:00-05:00,1895.816,TIME,18.4396,1.0,17.4396,0.003528,True,all
31,NVDA,A,LONG,2025-02-05 09:30:00-05:00,1910.8308387339846,13.39962797083378,2025-02-05 09:45:00-05:00,1911.7862541533516,0.6486,1898.3866,49.6,4959.1,2025-02-05 10:00:00-05:00,1897.4374,SL,-9.307,1.0,-10.307,-0.002078,False,all
32,NVDA,A,LONG,2025-02-07 11:15:00-05:00,1998.8867375362217,13.55535344736225,2025-02-07 11:30:00-05:00,1999.8861809049897,0.6186,1986.3308,49.49,4947.79,2025-02-07 13:00:00-05:00,1985.3377,SL,-9.0002,1.0,-10.0002,-0.002021,False,all
33,NVDA,A,LONG,2025-02-11 12:00:00-05:00,2008.8596515379847,15.209459318031245,2025-02-11 12:15:00-05:00,2009.8640813637537,0.6142,1994.6546,49.38,4936.79,2025-02-11 14:00:00-05:00,2024.0724,TIME,8.7267,1.0,7.7267,0.001565,True,all
34,NVDA,A,LONG,2025-02-24 13:00:00-05:00,2272.968509510242,15.629355379302163,2025-02-24 13:15:00-05:00,2274.104993764997,0.5436,2258.4756,49.45,4943.52,2025-02-24 14:15:00-05:00,2257.3464,SL,-9.1094,1.0,-10.1094,-0.002045,False,all
35,NVDA,A,LONG,2025-03-05 13:00:00-05:00,2587.9419960290493,20.05822461275222,2025-03-05 13:15:00-05:00,2589.2359670270635,0.4763,2569.1777,49.33,4932.41,2025-03-05 15:00:00-05:00,2639.7002,TP,24.038,1.0,23.038,0.004671,True,all
36,NVDA,A,LONG,2025-03-06 10:45:00-05:00,2671.4092443862683,17.993476996747294,2025-03-06 11:00:00-05:00,2672.7449490084614,0.4635,2654.7515,49.55,4954.45,2025-03-06 12:15:00-05:00,2653.4241,SL,-8.9555,1.0,-9.9555,-0.002009,False,all
37,NVDA,A,LONG,2025-03-06 14:30:00-05:00,2704.3047492970118,19.881161222568558,2025-03-06 14:45:00-05:00,2705.6569016716603,0.4569,2685.7757,49.44,4943.49,2025-03-06 15:45:00-05:00,2684.4329,SL,-9.6966,1.0,-10.6966,-0.002164,False,all
38,NVDA,A,LONG,2025-03-11 13:15:00-04:00,2845.385662810081,23.93057057980787,2025-03-11 13:30:00-04:00,2846.808355641486,0.4332,2822.8778,49.33,4931.8,2025-03-11 14:15:00-04:00,2902.2927,TP,24.0351,1.0,23.0351,0.004671,True,all
39,NVDA,A,LONG,2025-03-20 14:30:00-04:00,2838.8115944111587,18.261386147169556,2025-03-20 14:45:00-04:00,2840.231000208364,0.4361,2821.9696,49.55,4953.83,2025-03-20 15:15:00-04:00,2820.5586,SL,-8.5797,1.0,-9.5797,-0.001934,False,all
40,NVDA,A,SHORT,2025-04-17 10:15:00-04:00,2894.7816992521102,20.98571849256702,2025-04-17 10:30:00-04:00,2893.334308402484,0.4272,2914.32,49.44,4943.25,2025-04-17 12:15:00-04:00,2886.6784,TIME,2.8435,1.0,1.8435,0.000373,True,all
41,NVDA,A,SHORT,2025-04-21 10:45:00-04:00,2857.781304520735,21.206023146727688,2025-04-21 11:00:00-04:00,2856.3524138684747,0.4328,2877.5584,49.45,4944.1,2025-04-21 12:45:00-04:00,2844.3643,TIME,5.1887,1.0,4.1887,0.000847,True,all
42,NVDA,A,LONG,2025-05-07 09:45:00-04:00,2912.9003745605905,24.499550924240996,2025-05-07 10:00:00-04:00,2914.3568247478706,0.4245,2889.8573,49.48,4947.28,2025-05-07 10:15:00-04:00,2888.4123,SL,-11.0128,1.0,-12.0128,-0.002428,False,all
43,NVDA,A,LONG,2025-05-27 14:30:00-04:00,2870.508717551749,21.336564329378934,2025-05-27 14:45:00-04:00,2871.943971910525,0.4296,2850.6074,49.35,4934.27,2025-05-27 15:45:00-04:00,2865.6522,EOD,-2.703,1.0,-3.703,-0.00075,False,all
44,NVDA,A,LONG,2025-05-29 12:00:00-04:00,2890.5344698947106,20.806684095902096,2025-05-29 12:15:00-04:00,2891.9797371296577,0.4262,2871.1731,49.31,4929.57,2025-05-29 14:00:00-04:00,2899.6679,TIME,3.2769,1.0,2.2769,0.000462,True,all
45,NVDA,A,LONG,2025-06-20 11:30:00-04:00,3431.799074165021,25.070455595798933,2025-06-20 11:45:00-04:00,3433.5149737021034,0.3591,3408.4445,49.32,4930.85,2025-06-20 13:00:00-04:00,3500.4342,TP,24.0304,1.0,23.0304,0.004671,True,all
46,NVDA,A,LONG,2025-06-30 12:45:00-04:00,3571.1827465575598,27.918031873248715,2025-06-30 13:00:00-04:00,3572.9683379308385,0.3466,3545.0503,49.54,4952.88,2025-06-30 14:45:00-04:00,3588.3038,TIME,5.3156,1.0,4.3156,0.000871,True,all
47,NVDA,A,LONG,2025-07-04 12:15:00-04:00,3846.662908166464,26.80665813932472,2025-07-04 12:30:00-04:00,3848.586239620547,0.322,3821.7796,49.57,4956.19,2025-07-04 12:30:00-04:00,3819.8687,SL,-9.2474,1.0,-10.2474,-0.002068,False,all
48,NVDA,A,LONG,2025-07-08 10:00:00-04:00,4035.8711147124673,32.81761484437107,2025-07-08 10:15:00-04:00,4037.889050269823,0.3062,4005.0714,49.46,4944.94,2025-07-08 11:30:00-04:00,4003.0689,SL,-10.6627,1.0,-11.6627,-0.002359,False,all
49,NVDA,A,LONG,2025-07-09 14:30:00-04:00,4014.695661961709,29.94209525433178,2025-07-09 14:45:00-04:00,4016.7030097926895,0.307,3986.7609,49.33,4932.28,2025-07-09 14:45:00-04:00,3984.7675,SL,-9.8057,1.0,-10.8057,-0.002191,False,all
